Method,Mode,Image,Tissue_TP,Tissue_TN,Tissue_FP,Tissue_FN,Tissue_DICE,Tissue_JACCARD,Tissue_PRECISION,Tissue_RECALL,Tissue_ACCURACY,Tissue_F1,Tissue_SPECIFICITY,Tissue_NPV,Tissue_FDR,Other_TP,Other_TN,Other_FP,Other_FN,Other_DICE,Other_JACCARD,Other_PRECISION,Other_RECALL,Other_ACCURACY,Other_F1,Other_SPECIFICITY,Other_NPV,Other_FDR,Overlap,Sigma
HistoKit (no postprocessing),gaussian,TCGA-G9-7509-01Z-00-DX1.D75B78D5-F5B9-4684-9FE0-C7279122D66F.png,52624633,325069996,40615,45265956,0.6990713086733396,0.5373632800429984,0.9992288083405588,0.537586233136262,0.8928925709903424,0.6990713086733396,0.9998750732869804,0.8777705600670388,0.0007711916594411556,325069996,52624633,45265956,40615,0.934852548836308,0.8776743049189718,0.8777705600670388,0.9998750732869804,0.8928925709903424,0.9348525488363079,0.537586233136262,0.9992288083405588,0.12222943993296119,0.75,2.25
HistoKit (no postprocessing),gaussian,TCGA-BA-A6DF-01Z-00-DX1.AAA638F5-C794-441B-A034-30AD8CC72573.png,192594839,816536084,115241,31655404,0.9238041529433485,0.858397805074153,0.9994019980688088,0.8588389311132207,0.9694777623776237,0.9238041529433486,0.9998588859204998,0.9626789416684172,0.0005980019311911447,816536084,192594839,31655404,115241,0.9809167299447626,0.962548163401401,0.9626789416684172,0.9998588859204998,0.9694777623776237,0.9809167299447626,0.8588389311132207,0.9994019980688088,0.037321058331582786,0.75,2.25
HistoKit (no postprocessing),gaussian,normal_004.png,10667501,1294873262,76642,9624579,0.6874226287135519,0.5237197012164042,0.9928666250998335,0.5256977599142129,0.9926240029454534,0.6874226287135519,0.9999408146988827,0.9926220046538199,0.007133374900166537,1294873262,10667501,9624579,76642,0.9962679684488137,0.9925636894432497,0.9926220046538199,0.9999408146988827,0.9926240029454534,0.9962679684488137,0.5256977599142129,0.9928666250998335,0.007377995346180109,0.75,2.25
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SL-01Z-00-DX2.F64D1539-E590-4B51-96B4-1F95CAE6E33A.png,258356458,301644032,1559289,74139421,0.8722194050931742,0.7733945849327498,0.9940007905715693,0.7770215341526082,0.8809205517326434,0.8722194050931741,0.9948572825823369,0.8027070633149991,0.005999209428430668,301644032,258356458,74139421,1559289,0.8885122466317731,0.7993900463043755,0.8027070633149991,0.9948572825823369,0.8809205517326434,0.888512246631773,0.7770215341526082,0.9940007905715693,0.19729293668500086,0.75,2.25
HistoKit (no postprocessing),gaussian,tumor_031.png,31542590,1305352071,90734,14891213,0.8080889155815866,0.6779775153915019,0.9971316956763696,0.6793023177532971,0.9889176668112005,0.8080889155815866,0.9999304956144747,0.988720856844745,0.002868304323630359,1305352071,31542590,14891213,90734,0.9942940829588255,0.9886529114634991,0.988720856844745,0.9999304956144747,0.9889176668112005,0.9942940829588255,0.6793023177532971,0.9971316956763696,0.011279143155255012,0.75,2.25
HistoKit (no postprocessing),gaussian,tumor_021.png,151803850,1108512614,202206,88228594,0.7744333783544218,0.6318982295018641,0.9986697503683669,0.6324305475971407,0.9344348623642509,0.7744333783544218,0.9998176212707249,0.9262759622463005,0.0013302496316330975,1108512614,151803850,88228594,202206,0.9616428164640752,0.9261194815346551,0.9262759622463005,0.9998176212707249,0.9344348623642509,0.9616428164640753,0.6324305475971407,0.9986697503683669,0.07372403775369954,0.75,2.25
HistoKit (no postprocessing),gaussian,TCGA-SR-A6MX-01Z-00-DX1.2642CBB2-65ED-48E9-BC30-D2F3F5D4D8B3.png,70454943,267355496,106738,16460351,0.8947967536206484,0.8096219012674859,0.9984873092805144,0.8106161730293405,0.9532501705356441,0.8947967536206483,0.9996009230970531,0.9420034111062163,0.001512690719485552,267355496,70454943,16460351,106738,0.9699478546835241,0.9416492738680863,0.9420034111062163,0.9996009230970531,0.9532501705356441,0.9699478546835241,0.8106161730293405,0.9984873092805144,0.05799658889378365,0.75,2.25
HistoKit (no postprocessing),gaussian,TCGA-G9-6333-11A-01-TS1.924c9301-78b6-4330-be95-533b25cf1a91.png,6667177,71211495,250789,8656003,0.5995353836533424,0.4280974875447614,0.9637481595023739,0.43510400582646686,0.8973700019625407,0.5995353836533424,0.9964906103476905,0.8916204561710447,0.03625184049762604,71211495,6667177,8656003,250789,0.9411431650644947,0.8888294753481187,0.8916204561710447,0.9964906103476905,0.8973700019625407,0.9411431650644946,0.43510400582646686,0.9637481595023739,0.1083795438289553,0.75,2.25
HistoKit (no postprocessing),gaussian,TCGA-FA-A82F-01Z-00-DX1.6D1B9A0A-FAA1-4E4D-9280-3D87F9929972.png,191599062,532097615,922339,22372020,0.9426942441147184,0.8916004087440164,0.9952091611882671,0.8954437216894571,0.9688157449321788,0.9426942441147184,0.9982695976143512,0.959651496515224,0.004790838811732936,532097615,191599062,22372020,922339,0.9785796947063923,0.9580578040546189,0.959651496515224,0.9982695976143512,0.9688157449321788,0.9785796947063924,0.8954437216894571,0.9952091611882671,0.04034850348477604,0.75,2.25
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SJ-01Z-00-DX2.36E46E11-79CA-4356-B68F-F387219B3D16.png,132947611,214050867,826595,190094415,0.5820616768276308,0.4104985860917968,0.9938209687449014,0.4115489636014108,0.6450751194944624,0.5820616768276308,0.996153179620113,0.5296384160189206,0.00617903125509861,214050867,132947611,190094415,826595,0.6915767443918022,0.5285573620214621,0.5296384160189206,0.996153179620113,0.6450751194944624,0.6915767443918022,0.4115489636014108,0.9938209687449014,0.47036158398107936,0.75,2.25
HistoKit (no postprocessing),constant,TCGA-DQ-7590-01Z-00-DX1.8319DF99-1663-48DE-BB6A-A156FBAC2EA1.png,8836910,212647916,78435,24643955,0.4168726402666654,0.2633222385449041,0.9912022473611509,0.26393911865777664,0.899587061656227,0.4168726402666653,0.9996312868639391,0.8961449673933415,0.008797752638849085,212647916,8836910,24643955,78435,0.9450635801143181,0.8958488514565929,0.8961449673933415,0.9996312868639391,0.899587061656227,0.945063580114318,0.26393911865777664,0.9912022473611509,0.10385503260665849,0.9,
HistoKit (no postprocessing),constant,TCGA-YL-A8SI-01Z-00-DX1.35E5FB1A-9AAC-4942-892B-E9D80F6BDA23.png,150934678,171601924,2872847,23242071,0.9203775300519439,0.8524994205578419,0.9813218046386222,0.866560427075143,0.9250973636942699,0.9203775300519438,0.9835343128205052,0.880714460817743,0.0186781953613778,171601924,150934678,23242071,2872847,0.9292889492650368,0.8679175848863699,0.880714460817743,0.9835343128205052,0.9250973636942699,0.9292889492650369,0.866560427075143,0.9813218046386222,0.11928553918225707,0.9,
HistoKit (no postprocessing),constant,TCGA-G9-6378-01A-01-BS1.bc59e095-f3ab-4a6e-8cef-ea7fc76abec8.png,7895722,33192342,6577,11270059,0.5833972708814219,0.41182842506904993,0.9991677105611924,0.4119697496282567,0.7846519506461413,0.5833972708814219,0.9998018911398893,0.7465260816661701,0.0008322894388076179,33192342,7895722,11270059,6577,0.8547972658718652,0.746415669818182,0.7465260816661701,0.9998018911398893,0.7846519506461413,0.8547972658718653,0.4119697496282567,0.9991677105611924,0.25347391833383,0.9,
HistoKit (no postprocessing),constant,TCGA-G9-7509-01Z-00-DX1.D75B78D5-F5B9-4684-9FE0-C7279122D66F.png,52700550,325069830,40781,45190039,0.6997261934920567,0.5381375753244338,0.9992267734009216,0.5383617622323225,0.893071650860565,0.6997261934920567,0.9998745626915265,0.8779504807743558,0.0007732265990784343,325069830,52700550,45190039,40781,0.9349543569925488,0.8778537925871855,0.8779504807743558,0.9998745626915265,0.893071650860565,0.9349543569925488,0.5383617622323225,0.9992267734009216,0.12204951922564419,0.9,
HistoKit (no postprocessing),constant,TCGA-BA-A6DF-01Z-00-DX1.AAA638F5-C794-441B-A034-30AD8CC72573.png,192631925,816536988,114337,31618318,0.923901868194315,0.8585665571633455,0.9994068004286382,0.8590043088604368,0.9695142595846297,0.923901868194315,0.9998599928800703,0.9627210750480172,0.000593199571361856,816536988,192631925,31618318,114337,0.9809391346663852,0.9625913113101938,0.9627210750480172,0.9998599928800703,0.9695142595846297,0.9809391346663852,0.8590043088604368,0.9994068004286382,0.03727892495198279,0.9,
HistoKit (no postprocessing),constant,normal_004.png,10669535,1294872684,77220,9622545,0.6874958419025714,0.523804696283132,0.9928145751903714,0.5257979960654601,0.992625109966076,0.6874958419025714,0.9999403683495698,0.9926235491046016,0.0071854248096285805,1294872684,10669535,9622545,77220,0.9962685248182924,0.9925647939235301,0.9926235491046016,0.9999403683495698,0.992625109966076,0.9962685248182925,0.5257979960654601,0.9928145751903714,0.007376450895398407,0.9,
HistoKit (no postprocessing),constant,TCGA-YL-A8SL-01Z-00-DX2.F64D1539-E590-4B51-96B4-1F95CAE6E33A.png,258648569,301655166,1548155,73847310,0.8727916214604757,0.7742948314412944,0.9940500596002892,0.7779000743645307,0.881397577659371,0.8727916214604756,0.994894003816007,0.8033373553574118,0.005949940399710797,301655166,258648569,73847310,1548155,0.8889128907793903,0.8000388839025706,0.8033373553574118,0.994894003816007,0.881397577659371,0.8889128907793902,0.7779000743645307,0.9940500596002892,0.1966626446425882,0.9,
HistoKit (no postprocessing),constant,tumor_031.png,31550888,1305351228,91577,14882915,0.8082068676745666,0.6781435852861385,0.9971058828697448,0.6794810237705492,0.988923181367748,0.8082068676745667,0.999929849856578,0.9887270639992833,0.0028941171302551806,1305351228,31550888,14882915,91577,0.9942969023621104,0.9886584864831687,0.9887270639992833,0.999929849856578,0.988923181367748,0.9942969023621103,0.6794810237705492,0.9971058828697448,0.011272936000716655,0.9,
HistoKit (no postprocessing),constant,tumor_021.png,151746942,1108510706,204114,88285502,0.7742516815121044,0.6316563276768226,0.9986567121981699,0.6321934629803627,0.9343912544908043,0.7742516815121044,0.9998159003593007,0.9262318000258905,0.001343287801830084,1108510706,151746942,88285502,204114,0.9616182204616199,0.9260738578147183,0.9262318000258905,0.9998159003593007,0.9343912544908043,0.9616182204616199,0.6321934629803627,0.9986567121981699,0.07376819997410955,0.9,
HistoKit (no postprocessing),constant,TCGA-SR-A6MX-01Z-00-DX1.2642CBB2-65ED-48E9-BC30-D2F3F5D4D8B3.png,70746209,267354859,107375,16169085,0.8968335187120998,0.81296298783941,0.9984845509014759,0.8139673208722046,0.9540702817928116,0.8968335187120998,0.9995985414523981,0.9429710070624582,0.0015154490985240774,267354859,70746209,16169085,107375,0.9704594041558697,0.9426140242291084,0.9429710070624582,0.9995985414523981,0.9540702817928116,0.9704594041558697,0.8139673208722046,0.9984845509014759,0.05702899293754181,0.9,
HistoKit (no postprocessing),constant,TCGA-G9-6333-11A-01-TS1.924c9301-78b6-4330-be95-533b25cf1a91.png,6664680,71198853,263431,8658500,0.5990376019081319,0.42759006431866425,0.9619765041293362,0.4349410500953457,0.8971955603071962,0.5990376019081319,0.9963137058423713,0.8915754194857923,0.03802349587066373,71198853,6664680,8658500,263431,0.9410391725959533,0.8886439878072087,0.8915754194857923,0.9963137058423713,0.8971955603071962,0.9410391725959532,0.4349410500953457,0.9619765041293362,0.10842458051420763,0.9,
HistoKit (no postprocessing),constant,TCGA-FA-A82F-01Z-00-DX1.6D1B9A0A-FAA1-4E4D-9280-3D87F9929972.png,191790641,532105065,914889,22180441,0.9432095937693117,0.8925228580883021,0.9952523988284093,0.8963390716508131,0.9690821858804742,0.9432095937693118,0.9982835745770223,0.9599837254268742,0.004747601171590665,532105065,191790641,22180441,914889,0.9787591152168039,0.9584018127364625,0.9599837254268742,0.9982835745770223,0.9690821858804742,0.9787591152168039,0.8963390716508131,0.9952523988284093,0.04001627457312586,0.9,
HistoKit (no postprocessing),gaussian,TCGA-DQ-7590-01Z-00-DX1.8319DF99-1663-48DE-BB6A-A156FBAC2EA1.png,8825368,212644781,81570,24655497,0.41641073022822156,0.2629537457577199,0.9908419706076319,0.2635943844342134,0.8995274492685869,0.41641073022822156,0.9996165496205969,0.8961000079401509,0.009158029392368061,212644781,8825368,24655497,81570,0.945031992762366,0.8957920868490332,0.8961000079401509,0.9996165496205969,0.8995274492685869,0.945031992762366,0.2635943844342134,0.9908419706076319,0.10389999205984916,0.75,0.75
HistoKit (no postprocessing),constant,TCGA-YL-A8SJ-01Z-00-DX2.36E46E11-79CA-4356-B68F-F387219B3D16.png,132913143,214078510,798952,190128883,0.5819899017397152,0.41042719121234866,0.9940248337295141,0.41144226540976436,0.6450624317221242,0.5819899017397153,0.9962818250338419,0.5296254192955843,0.005975166270485852,214078510,132913143,190128883,798952,0.6915966632716286,0.5285806324836714,0.5296254192955843,0.9962818250338419,0.6450624317221242,0.6915966632716286,0.41144226540976436,0.9940248337295141,0.4703745807044158,0.9,
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SI-01Z-00-DX1.35E5FB1A-9AAC-4942-892B-E9D80F6BDA23.png,150610753,171536110,2938661,23565996,0.9191255993803583,0.850353749569278,0.9808617895474352,0.8647006782748023,0.9239795168539635,0.9191255993803583,0.9831571006905061,0.8792119855436107,0.0191382104525648,171536110,150610753,23565996,2938661,0.928283778965966,0.8661656516408058,0.8792119855436107,0.9831571006905061,0.9239795168539635,0.9282837789659659,0.8647006782748023,0.9808617895474352,0.12078801445638931,0.75,0.75
HistoKit (no postprocessing),gaussian,TCGA-G9-6378-01A-01-BS1.bc59e095-f3ab-4a6e-8cef-ea7fc76abec8.png,7870115,33192246,6673,11295666,0.5820537982171738,0.41049074886292597,0.9991528272691864,0.4106336704984785,0.7841611047136716,0.5820537982171738,0.999798999479471,0.7460958383481787,0.0008471727308136261,33192246,7870115,11295666,6673,0.8545140939009341,0.7459839438889024,0.7460958383481787,0.999798999479471,0.7841611047136716,0.854514093900934,0.4106336704984785,0.9991528272691864,0.2539041616518213,0.75,0.75
HistoKit (no postprocessing),gaussian,TCGA-G9-7509-01Z-00-DX1.D75B78D5-F5B9-4684-9FE0-C7279122D66F.png,52601769,325070118,40493,45288820,0.6988742809368568,0.5371304791669718,0.9992307891328834,0.5373526662506852,0.8928388075494821,0.6988742809368568,0.9998754485438803,0.8777164114235579,0.0007692108671166144,325070118,52601769,45288820,40493,0.9348220018185153,0.8776204572517283,0.8777164114235579,0.9998754485438803,0.8928388075494821,0.9348220018185153,0.5373526662506852,0.9992307891328834,0.12228358857644202,0.75,0.75
HistoKit (no postprocessing),gaussian,TCGA-BA-A6DF-01Z-00-DX1.AAA638F5-C794-441B-A034-30AD8CC72573.png,192591374,816536656,114669,31658869,0.9237964768325857,0.8583845498978914,0.9994049537927567,0.8588234796249474,0.9694749830562269,0.9237964768325858,0.9998595863418209,0.9626750341555975,0.0005950462072432258,816536656,192591374,31658869,114669,0.9809150385214112,0.9625449060676972,0.9626750341555975,0.9998595863418209,0.9694749830562269,0.980915038521411,0.8588234796249474,0.9994049537927567,0.037324965844402445,0.75,0.75
HistoKit (no postprocessing),gaussian,normal_004.png,10667376,1294873440,76464,9624704,0.6874212847565015,0.523718141070859,0.9928829915560917,0.5256915998754194,0.9926240432422206,0.6874212847565014,0.9999409521559376,0.9926219105452403,0.0071170084439083235,1294873440,10667376,9624704,76464,0.996267989272775,0.992563730782042,0.9926219105452403,0.9999409521559376,0.9926240432422206,0.996267989272775,0.5256915998754194,0.9928829915560917,0.0073780894547596995,0.75,0.75
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SL-01Z-00-DX2.F64D1539-E590-4B51-96B4-1F95CAE6E33A.png,258207035,301652481,1550840,74288844,0.871947313988659,0.7729668346181242,0.9940296709002566,0.7765721361015726,0.8806987896162211,0.8719473139886591,0.9948851483721051,0.8023924504708281,0.005970329099743367,301652481,258207035,74288844,1550840,0.8883305869424464,0.799096005078675,0.8023924504708281,0.9948851483721051,0.8806987896162211,0.8883305869424463,0.7765721361015726,0.9940296709002566,0.19760754952917187,0.75,0.75
HistoKit (no postprocessing),gaussian,tumor_031.png,31540061,1305352151,90654,14893742,0.8080511302202622,0.6779243226847333,0.9971339882769011,0.6792478531211411,0.9889158552553341,0.8080511302202622,0.9999305568963628,0.9887189635817333,0.002866011723098893,1305352151,31540061,14893742,90654,0.9942931559208014,0.9886510783678246,0.9887189635817333,0.9999305568963628,0.9889158552553341,0.9942931559208014,0.6792478531211411,0.9971339882769011,0.011281036418266669,0.75,0.75
HistoKit (no postprocessing),gaussian,tumor_021.png,151830903,1108513954,200866,88201541,0.7745205910951123,0.6320143655349044,0.9986787892996233,0.6325432531945556,0.9344559137507915,0.7745205910951122,0.9998188298772808,0.9262969842301574,0.0013212107003767088,1108513954,151830903,88201541,200866,0.961654704362643,0.9261415334600811,0.9262969842301574,0.9998188298772808,0.9344559137507915,0.961654704362643,0.6325432531945556,0.9986787892996233,0.0737030157698426,0.75,0.75
HistoKit (no postprocessing),gaussian,TCGA-SR-A6MX-01Z-00-DX1.2642CBB2-65ED-48E9-BC30-D2F3F5D4D8B3.png,70413104,267357885,104349,16502190,0.8945166154027663,0.8091633287900296,0.9985202386705601,0.8101347962994867,0.9531388485784573,0.8945166154027663,0.9996098551992204,0.9418650544638939,0.0014797613294399614,267357885,70413104,16502190,104349,0.9698787102772581,0.941518945345069,0.9418650544638939,0.9996098551992204,0.9531388485784573,0.9698787102772581,0.8101347962994867,0.9985202386705601,0.058134945536106125,0.75,0.75
HistoKit (no postprocessing),gaussian,TCGA-G9-6333-11A-01-TS1.924c9301-78b6-4330-be95-533b25cf1a91.png,6676226,71210203,252081,8646954,0.6000700986859889,0.42864296142453084,0.9636157866561051,0.43569454904269217,0.8974593832902709,0.6000700986859889,0.996472530880765,0.8917197365290628,0.036384213343894835,71210203,6676226,8646954,252081,0.9411904052698687,0.8889137479999498,0.8917197365290628,0.996472530880765,0.8974593832902709,0.9411904052698689,0.43569454904269217,0.9636157866561051,0.10828026347093724,0.75,0.75
HistoKit (no postprocessing),gaussian,TCGA-FA-A82F-01Z-00-DX1.6D1B9A0A-FAA1-4E4D-9280-3D87F9929972.png,191498238,532091806,928148,22472844,0.9424184601465085,0.891107138913434,0.995176607432621,0.8949725178283671,0.9686729948925384,0.9424184601465085,0.9982586993356726,0.9594766020517175,0.004823392567378987,532091806,191498238,22472844,928148,0.9784835203496499,0.9578734556338928,0.9594766020517175,0.9982586993356726,0.9686729948925384,0.9784835203496499,0.8949725178283671,0.995176607432621,0.0405233979482825,0.75,0.75
HistoKit (no postprocessing),gaussian,TCGA-DQ-7590-01Z-00-DX1.8319DF99-1663-48DE-BB6A-A156FBAC2EA1.png,8825077,212644348,82003,24655788,0.41639560492965627,0.2629416830528309,0.990793503594893,0.26358569290249817,0.8995245086561557,0.4163956049296563,0.9996145141416918,0.896098719471446,0.009206496405106948,212644348,8825077,24655788,82003,0.9450303666237316,0.895789164659941,0.896098719471446,0.9996145141416918,0.8995245086561557,0.9450303666237315,0.26358569290249817,0.990793503594893,0.10390128052855394,0.5,1.25
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SJ-01Z-00-DX2.36E46E11-79CA-4356-B68F-F387219B3D16.png,132897044,214053272,824190,190144982,0.5819077655238734,0.4103454989575078,0.9938365061752272,0.4113924297886864,0.6449855856495759,0.5819077655238734,0.9961643720456825,0.5295749545716741,0.006163493824772811,214053272,132897044,190144982,824190,0.6915253383965718,0.5284973096453884,0.5295749545716741,0.9961643720456825,0.6449855856495759,0.6915253383965718,0.4113924297886864,0.9938365061752272,0.47042504542832586,0.75,0.75
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SI-01Z-00-DX1.35E5FB1A-9AAC-4942-892B-E9D80F6BDA23.png,150593412,171329992,3144779,23583337,0.9184907037172506,0.8492675068759841,0.9795445817363624,0.8646011184879792,0.9233385932176633,0.9184907037172505,0.9819757379134202,0.8790060324709759,0.020455418263637563,171329992,150593412,23583337,3144779,0.9276421844666897,0.8650491198269954,0.8790060324709759,0.9819757379134202,0.9233385932176633,0.9276421844666897,0.8646011184879792,0.9795445817363624,0.12099396752902414,0.5,1.25
HistoKit (no postprocessing),gaussian,TCGA-G9-6378-01A-01-BS1.bc59e095-f3ab-4a6e-8cef-ea7fc76abec8.png,7893721,33192341,6578,11272060,0.5832925196408199,0.4117240345854154,0.9991673732854921,0.41186534480384596,0.7846137187838372,0.5832925196408197,0.9998018610184265,0.7464924805801387,0.000832626714507894,33192341,7893721,11272060,6578,0.8547752272243834,0.7463820618835488,0.7464924805801387,0.9998018610184265,0.7846137187838372,0.8547752272243834,0.41186534480384596,0.9991673732854921,0.25350751941986127,0.5,1.25
HistoKit (no postprocessing),gaussian,TCGA-G9-7509-01Z-00-DX1.D75B78D5-F5B9-4684-9FE0-C7279122D66F.png,52599139,325070132,40479,45291450,0.6988516132180699,0.5371037003292969,0.9992310164560845,0.5373257995209325,0.8928326231698633,0.6988516132180699,0.9998754916061475,0.8777101832338539,0.0007689835439155352,325070132,52599139,45291450,40479,0.9348184881347226,0.8776142635988194,0.8777101832338539,0.9998754916061475,0.8928326231698633,0.9348184881347226,0.5373257995209325,0.9992310164560845,0.12228981676614611,0.5,1.25
HistoKit (no postprocessing),gaussian,TCGA-BA-A6DF-01Z-00-DX1.AAA638F5-C794-441B-A034-30AD8CC72573.png,192472599,816537350,113975,31777644,0.9234913575304458,0.8578578202697188,0.999408188236424,0.8582938257953192,0.9693615419743512,0.9234913575304458,0.9998604361537037,0.962540277815719,0.0005918117635760009,816537350,192472599,31777644,113975,0.9808454870011097,0.9624109734989494,0.962540277815719,0.9998604361537037,0.9693615419743512,0.9808454870011097,0.8582938257953192,0.999408188236424,0.037459722184280994,0.5,1.25
HistoKit (no postprocessing),gaussian,normal_004.png,10666871,1294874173,75731,9625209,0.6874161623437933,0.5237121946978004,0.9929504043806147,0.5256667133186937,0.9926242165943511,0.6874161623437933,0.9999415182010006,0.9926215304255315,0.007049595619385322,1294874173,10666871,9625209,75731,0.9962680787610487,0.9925639084301618,0.9926215304255315,0.9999415182010006,0.9926242165943511,0.9962680787610487,0.5256667133186937,0.9929504043806147,0.0073784695744685295,0.5,1.25
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SL-01Z-00-DX2.F64D1539-E590-4B51-96B4-1F95CAE6E33A.png,257992785,301678683,1524638,74503094,0.8715776626248848,0.7723860417831758,0.9941251035002764,0.7759277672130186,0.8804029767537854,0.8715776626248847,0.9949715656313672,0.8019492209480418,0.005874896499723643,301678683,257992785,74503094,1524638,0.8880933181728399,0.7987120975956948,0.8019492209480418,0.9949715656313672,0.8804029767537854,0.8880933181728398,0.7759277672130186,0.9941251035002764,0.19805077905195817,0.5,1.25
HistoKit (no postprocessing),gaussian,tumor_031.png,31536244,1305352900,89905,14897559,0.8080005993342143,0.6778531926131082,0.9971572574327655,0.6791656500760879,0.9889135858174417,0.8080005993342143,0.999931130648041,0.98871611147836,0.0028427425672344743,1305352900,31536244,14897559,89905,0.9942919973915125,0.9886487875333939,0.98871611147836,0.999931130648041,0.9889135858174417,0.9942919973915125,0.6791656500760879,0.9971572574327655,0.011283888521639968,0.5,1.25
HistoKit (no postprocessing),gaussian,tumor_021.png,151838657,1108510699,204121,88193787,0.774538397124213,0.6320380787995367,0.9986574765162473,0.6325755571609312,0.9344592494387444,0.7745383971242131,0.9998158940456844,0.9263027856653326,0.0013425234837527106,1108510699,151838657,88193787,204121,0.9616564727423168,0.9261448138287136,0.9263027856653326,0.9998158940456844,0.9344592494387444,0.9616564727423169,0.6325755571609312,0.9986574765162473,0.07369721433466742,0.5,1.25
HistoKit (no postprocessing),gaussian,TCGA-SR-A6MX-01Z-00-DX1.2642CBB2-65ED-48E9-BC30-D2F3F5D4D8B3.png,70487760,267352332,109902,16427534,0.8950090429386647,0.8099695632975076,0.9984432628944567,0.8109937475445921,0.9533338468346673,0.8950090429386647,0.9995890933895363,0.9421117000597922,0.0015567371055432403,267352332,70487760,16427534,109902,0.9699996861633028,0.9417469811733405,0.9421117000597922,0.9995890933895363,0.9533338468346673,0.9699996861633029,0.8109937475445921,0.9984432628944567,0.05788829994020788,0.5,1.25
HistoKit (no postprocessing),gaussian,TCGA-G9-6333-11A-01-TS1.924c9301-78b6-4330-be95-533b25cf1a91.png,6649246,71200772,261512,8673934,0.5981168068382668,0.42665238427554425,0.9621587096523999,0.4339338179150803,0.8970398314630201,0.5981168068382667,0.996340559168246,0.8914057473964286,0.03784129034760007,71200772,6649246,8673934,261512,0.9409566293078777,0.8884967843129308,0.8914057473964286,0.996340559168246,0.8970398314630201,0.9409566293078777,0.4339338179150803,0.9621587096523999,0.1085942526035714,0.5,1.25
HistoKit (no postprocessing),gaussian,TCGA-FA-A82F-01Z-00-DX1.6D1B9A0A-FAA1-4E4D-9280-3D87F9929972.png,191256165,532089724,930230,22714917,0.9417833024405949,0.889972067736841,0.9951597510323247,0.8938411827071099,0.9683461435807644,0.941783302440595,0.9982547932905341,0.9590578100445271,0.004840248967675365,532089724,191256165,22714917,930230,0.978263823865832,0.9574524683731787,0.9590578100445271,0.9982547932905341,0.9683461435807644,0.978263823865832,0.8938411827071099,0.9951597510323247,0.040942189955472996,0.5,1.25
HistoKit (no postprocessing),gaussian,TCGA-DQ-7590-01Z-00-DX1.8319DF99-1663-48DE-BB6A-A156FBAC2EA1.png,8833635,212648301,78050,24647230,0.41675412307115284,0.2632276699052994,0.991241835859324,0.2638413015912223,0.8995753235762188,0.41675412307115284,0.9996330967008408,0.8961327678775375,0.008758164140675978,212648301,8833635,24647230,78050,0.9450576049988609,0.8958381135093547,0.8961327678775375,0.9996330967008408,0.8995753235762188,0.9450576049988609,0.2638413015912223,0.991241835859324,0.10386723212246252,0.9,0.75
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SJ-01Z-00-DX2.36E46E11-79CA-4356-B68F-F387219B3D16.png,132768773,214063695,813767,190273253,0.5815226901305174,0.40996263111464554,0.993908133503076,0.4109953576133156,0.6447665045368276,0.5815226901305175,0.9962128787615706,0.5294190799501212,0.006091866496923924,214063695,132768773,190273253,813767,0.6914041131568628,0.5283557132559916,0.5294190799501212,0.9962128787615706,0.6447665045368276,0.6914041131568627,0.4109953576133156,0.993908133503076,0.4705809200498788,0.5,1.25
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SI-01Z-00-DX1.35E5FB1A-9AAC-4942-892B-E9D80F6BDA23.png,150786244,171599483,2875288,23390505,0.9198818608983617,0.8516493035321587,0.9812881730217293,0.8657082237767568,0.924664625010096,0.9198818608983617,0.9835203222590847,0.8800425332607333,0.018711826978270656,171599483,150786244,23390505,2875288,0.9289085295412437,0.8672541563078506,0.8800425332607333,0.9835203222590847,0.924664625010096,0.9289085295412437,0.8657082237767568,0.9812881730217293,0.11995746673926663,0.9,0.75
HistoKit (no postprocessing),gaussian,TCGA-G9-6378-01A-01-BS1.bc59e095-f3ab-4a6e-8cef-ea7fc76abec8.png,7895507,33192344,6575,11270274,0.583386061914086,0.41181725396711805,0.9991679408034491,0.41195853171858743,0.7846478830204318,0.5833860619140862,0.9998019513828146,0.7465224832239973,0.0008320591965509849,33192344,7895507,11270274,6575,0.8547949289234387,0.7464121060168553,0.7465224832239973,0.9998019513828146,0.7846478830204318,0.8547949289234386,0.41195853171858743,0.9991679408034491,0.2534775167760027,0.9,0.75
HistoKit (no postprocessing),gaussian,TCGA-G9-7509-01Z-00-DX1.D75B78D5-F5B9-4684-9FE0-C7279122D66F.png,52673314,325070008,40603,45217275,0.6994918731050451,0.5378604398075743,0.9992297479999447,0.5380835332393393,0.8930076841389575,0.6994918731050451,0.9998751101974952,0.877885962937593,0.0007702520000553174,325070008,52673314,45217275,40603,0.9349180111264472,0.8777897109266031,0.877885962937593,0.9998751101974952,0.8930076841389575,0.9349180111264473,0.5380835332393393,0.9992297479999447,0.12211403706240703,0.9,0.75
