Method,Mode,Image,TP,TN,FP,FN,DICE,JACCARD,PRECISION,RECALL,ACCURACY,F1,SPECIFICITY,NPV,FDR,Overlap,Sigma
HistoKit (no postprocessing),gaussian,0f170c8e-9c83-6973-94f2-3858ac80f3dc_115930_1.png,5451527,259949,9794,784590,0.9320890608695682,0.8728153507150518,0.9982066609891637,0.8741861321716703,0.8778971573320054,0.9320890608695682,0.9636913654849245,0.24886481021771326,0.0017933390108363892,0.25,2.25
HistoKit (no postprocessing),gaussian,d18df4a2-af46-984e-1fcb-35841267a2a7_132544_1.png,7157743,152162,230483,1111472,0.9142928272889548,0.842117331698138,0.9688040133044117,0.8655891762398245,0.8448940459045801,0.9142928272889547,0.397658404003711,0.12041619646195022,0.03119598669558836,0.25,2.25
HistoKit (no postprocessing),constant,76bd570a-7866-8dee-341c-c3f9290b76cf_114927_1.png,2696681,417789,65803,272106,0.9410411756833693,0.8886475602964486,0.9761797715389483,0.908344384423672,0.9021228549936146,0.9410411756833694,0.8639286836837665,0.6055834583523579,0.02382022846105172,0.25,
HistoKit (no postprocessing),gaussian,367a29b2-8f5a-4095-840e-86626c38d291_123703_1.png,12354207,6055125,169182,118626,0.988485939995252,0.9772340089772081,0.9864907174886925,0.9904892497157622,0.9846068436135152,0.9884859399952521,0.9728191427575793,0.9807854252625349,0.013509282511307442,0.25,2.25
HistoKit (no postprocessing),constant,96e6b3f2-f43e-7954-4202-361d3af0da92_104636_1.png,4611892,244506,92433,360018,0.9532410074786319,0.9106594873214551,0.9803514850695902,0.9275895983636068,0.9147741817482471,0.953241007478632,0.72566844443653,0.40446036881910397,0.019648514930409783,0.25,
HistoKit (no postprocessing),constant,0a6bb222-fb92-5dbe-8347-47a6b9e62ff2_125049_1.png,5743815,222842,51086,1853764,0.8577671947242035,0.7509565394745358,0.9911843187657563,0.7560059592667612,0.7580069483518214,0.8577671947242035,0.8135057387342659,0.10731067905996612,0.008815681234243691,0.25,
HistoKit (no postprocessing),gaussian,6fecdbd3-f25f-98e1-f3e7-fdc984783bf1_110414_2.png,7885632,676073,91708,2553552,0.8563648601657946,0.7488095025568584,0.9885039374026932,0.7553877774354777,0.7639628570268578,0.8563648601657945,0.880554481030398,0.20933482989511165,0.011496062597306872,0.25,2.25
HistoKit (no postprocessing),constant,32e0aaf3-9973-5f67-ccc7-24d8d8604aa6_110737_5.png,0,5464161,9747,0,0.0,0.0,0.0,,0.9982193708772599,,0.9982193708772599,1.0,1.0,0.25,
HistoKit (no postprocessing),constant,4c439187-b529-301f-82bf-3874dfa019f2_103211_1.png,5220110,2767441,7578,62151,0.9933654292708747,0.9868183133739987,0.998550410812581,0.9882340156989592,0.9913458387942333,0.9933654292708747,0.9972692078865045,0.9780353492659012,0.001449589187418989,0.25,
HistoKit (no postprocessing),constant,36c069a8-8f9e-b246-f3af-1b6cffe0751a_123150_5.png,2294299,341587,4264,1010719,0.8188688626076789,0.693292079671663,0.9981449279397606,0.6941865369568335,0.7219886553037099,0.818868862607679,0.9876709912650246,0.2525959361268825,0.0018550720602393757,0.25,
HistoKit (no postprocessing),constant,9761f929-4dae-801a-b291-ba7ecada0fc3_101038_1.png,5103733,267662,19789,956615,0.9126953371239115,0.8394108553803968,0.9961376178339821,0.8421518038238068,0.8461822751476535,0.9126953371239115,0.9311569624040271,0.21862862734495542,0.003862382166017829,0.25,
HistoKit (no postprocessing),constant,96e6b3f2-f43e-7954-4202-361d3af0da92_104636_4.png,3389346,359692,7174,1656679,0.8029204463819856,0.6707327378161834,0.9978878381402141,0.6716863273566818,0.6926128754486282,0.8029204463819855,0.9804451761678651,0.17838582284708518,0.0021121618597858987,0.25,
