"Method","Mode","Image","TP","TN","FP","FN","DICE","JACCARD","PRECISION","RECALL","ACCURACY","F1","SPECIFICITY","NPV","FDR","Overlap","Sigma","Organ","Dataset"
"HistoKit (no postprocessing)","gaussian","0f3058e5-e9f7-bd55-4b60-07a71af55b96_123333_1.png",18709631,803959,33814,189596,0.994064980296829,0.988199993862581,0.998195955972875,0.989968055307236,0.988680650554796,0.994064980296829,0.959638231358614,0.809174127250127,0.00180404402712522,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","be2180cd-04c9-2627-2456-4397fd5e59ee_103647_6.png",3752854,361368,9009,85496,0.98756548007273,0.975436396759439,0.997605175946067,0.977725845741009,0.977545466835934,0.98756548007273,0.975676135397176,0.808675570195854,0.00239482405393285,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","9e7010fd-072a-6a7f-3911-83d91e8c9301_113642_4.png",6653401,228150,34500,1194829,0.915429422038093,0.844047810847257,0.994841430816634,0.847758156934748,0.848434571834376,0.915429422038093,0.868646487721302,0.160332654241559,0.0051585691833656,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","228e0715-eef2-126e-c558-f7684e2bcfa8_110725_1.png",8024058,561554,19837,1960150,0.890172193935213,0.802081358090652,0.9975339061487,0.803674963502363,0.812600591788502,0.890172193935213,0.965880104783184,0.222688309175066,0.00246609385129965,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","deaaef3a-8172-327d-10b9-23d266fb17ca_123636_5.png",2212871,163103,612,611810,0.878443417086065,0.783235933405845,0.99972351267211,0.78340563058271,0.795066651139943,0.878443417086065,0.996261796414501,0.210479111848685,0.000276487327890027,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","f761dbde-597d-9a8f-e1a1-2533f0d71b83_120113_2.png",3075096,464358,21031,31619,0.991511955326284,0.983166791676818,0.993207319983967,0.989822368643406,0.985342851988695,0.991511955326284,0.956671865246225,0.936249059936247,0.00679268001603293,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","9e7010fd-072a-6a7f-3911-83d91e8c9301_113642_7.png",2655571,3203560,405710,668904,0.831717027709797,0.711914020350197,0.867470513160994,0.798794095308282,0.845016798281448,0.831717027709796,0.887592227791215,0.827266567229547,0.132529486839006,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","3e1fffa8-5bae-87b0-bc39-e4a1bc285608_122517_5.png",4993138,1795801,200977,659999,0.920627270390694,0.852928043423821,0.961306786622938,0.883250839312757,0.88745286712336,0.920627270390694,0.899349351805759,0.731248880201971,0.0386932133770623,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","8e6bc805-8b70-bd59-8612-caf5bbe72e5e_125634_3.png",31273214,393743,25301,42627,0.998915136969547,0.997832625243841,0.999191622989142,0.998638803920355,0.997859516428057,0.998915136969547,0.939622092190796,0.902314549579485,0.000808377010858183,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","7e3642ed-4a56-9d3f-3ecf-de46d455c0fd_113100_2.png",2179600,1256965,131,146196,0.9675227781345,0.937088739242461,0.999939900840975,0.937141520580481,0.959159528113044,0.9675227781345,0.999895791570413,0.895809532904635,6.00991590246686e-05,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","54b22c23-34e4-1c55-9de2-c8e205e762bc_131621_2.png",20966284,1723811,70478,336262,0.990393324331139,0.980969468803291,0.996649769579558,0.984214938439753,0.982389794965414,0.990393324331139,0.960720931800841,0.836771803717635,0.00335023042044208,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","1875292b-dccd-c5b5-17ad-67c30baa6d69_130951_1.png",10229027,348610,7435,1695609,0.923151641674072,0.857271717541741,0.999273674830229,0.857806225699468,0.86132332563642,0.923151641674072,0.979117808142229,0.170534566012741,0.000726325169770571,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","7d4546a5-f4cc-3733-763f-d1c5a5904dff_120251_1.png",6513827,928854,32470,258465,0.978155719048016,0.957245381983969,0.995039943956102,0.961834929740182,0.962380469886273,0.978155719048016,0.966223666526582,0.782312082936431,0.00496005604389779,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","f761dbde-597d-9a8f-e1a1-2533f0d71b83_120113_3.png",10044471,14670423,442347,84899,0.974425630965337,0.950126739109645,0.957818758750271,0.99161853106363,0.979112468277254,0.974425630965337,0.970730249980645,0.994246211638079,0.0421812412497289,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","be2180cd-04c9-2627-2456-4397fd5e59ee_103647_1.png",28915203,455953,8173,47331,0.999041148355446,0.998084133742404,0.999717425794278,0.998365785258983,0.998113819237385,0.999041148355446,0.982390557736477,0.905955683073573,0.000282574205722043,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","f9a50b4c-7c73-18cd-0877-8296eed330e2_114604_5.png",4909682,3216948,416976,1121834,0.864519596195656,0.761369014647145,0.921719021570373,0.814004638303206,0.840792555745005,0.864519596195656,0.885254617322762,0.741440339708241,0.078280978429627,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","6f1702fd-ae84-1c96-04ae-a23a14a5d2d4_111419_2.png",6473770,565482,14717,145067,0.987809563569192,0.975912761093073,0.997731828699048,0.978082705466232,0.977804806087926,0.987809563569192,0.974634565037168,0.795838147685804,0.00226817130095198,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","1c7a4a4c-ace6-25f8-ee0c-f8914aeab226_121941_3.png",7017643,3842953,554820,119812,0.954137609740585,0.912297467264236,0.92673189687424,0.983213624464182,0.941515503638073,0.954137609740585,0.873840691640974,0.969765555111141,0.0732681031257597,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","9601a588-d18f-b3b2-00f0-b816a7730c15_114312_2.png",5466954,419995,22692,46839,0.993680975556824,0.987441309784096,0.995866400128533,0.991505121791841,0.988326830611368,0.993680975556824,0.94874030635641,0.899666690943676,0.00413359987146712,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","2125a939-8f92-6ca7-9a29-e1755d6267ed_103351_7.png",1081635,327880,17488,1285447,0.624103306065279,0.453597503952495,0.984089132881397,0.4569486819637,0.519646445095762,0.624103306065279,0.949364156493943,0.203232202771044,0.0159108671186027,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","54b22c23-34e4-1c55-9de2-c8e205e762bc_131621_1.png",26123422,1340845,132064,168917,0.994272246282315,0.988609733207596,0.994970041689573,0.993575428949094,0.989159794286729,0.994272246282315,0.910337977431056,0.888116802515893,0.00502995831042701,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","9601a588-d18f-b3b2-00f0-b816a7730c15_114312_1.png",9501523,1024426,336469,57480,0.979690204590969,0.960188963194479,0.965799016709914,0.993986820592064,0.963923747273097,0.979690204590969,0.752759029903115,0.946871539671653,0.034200983290086,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","be2180cd-04c9-2627-2456-4397fd5e59ee_103647_4.png",4397161,437264,27337,450362,0.948479517033018,0.902007647399105,0.993821445958389,0.907094406772283,0.910073823577913,0.948479517033018,0.941160264398914,0.492621892553846,0.00617855404161105,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","39bcf904-a619-148a-5bca-38122a540be1_104536_1.png",1685593,912307,1389,320027,0.912956771404013,0.839853234340255,0.999176636146681,0.84043487799284,0.889900236904809,0.912956771404013,0.998479800721465,0.740308228126466,0.000823363853319123,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","228e0715-eef2-126e-c558-f7684e2bcfa8_110725_2.png",2872891,182968,63341,621306,0.893530120618702,0.807550333966918,0.978427794533947,0.822189189676484,0.816964068497685,0.893530120618702,0.742839279116882,0.22749461004583,0.0215722054660531,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","9e7010fd-072a-6a7f-3911-83d91e8c9301_113642_3.png",3295162,270465,4186,474513,0.93228215553974,0.873154045684247,0.998731264480134,0.87412363134753,0.881636890794659,0.93228215553974,0.98475883939982,0.363050989425191,0.00126873551986635,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","be2180cd-04c9-2627-2456-4397fd5e59ee_103647_3.png",21807797,1450361,40202,270339,0.992930381878579,0.985960021046789,0.998159923020868,0.987755352172846,0.986824007553408,0.992930381878579,0.973028983008434,0.842890102865113,0.00184007697913205,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","10fd35f3-17d4-d309-f849-cc9e883460c1_123055_2.png",4873607,3645753,3661788,96342,0.721730153633999,0.564614862570535,0.570987868751241,0.980615092830933,0.693900789167818,0.721730153633999,0.498902845704184,0.974254528546175,0.429012131248759,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","332605c9-e7e2-297a-c808-98d567218fe3_115336_3.png",9187328,264264,32717,53267,0.995342306658924,0.990727800380274,0.996451535757147,0.994235544356181,0.990984711419338,0.995342306658924,0.889834703230173,0.832246300361225,0.00354846424285348,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","c74350c8-f970-c60d-af8a-f9c4d9c5bab2_124242_3.png",307528,1906956,1520380,19140,0.28546498243738,0.16649702660678,0.168240414725468,0.941408402414684,0.589899211615118,0.28546498243738,0.556395988021017,0.990062800608069,0.831759585274532,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","969ce636-2f0f-f223-bb1c-2b4624598a38_125938_1.png",21928220,770946,144302,2279282,0.947632179274583,0.900476202912934,0.993462369184636,0.905843981754086,0.903530306196575,0.947632179274583,0.842335629250214,0.252750286208113,0.00653763081536401,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","332605c9-e7e2-297a-c808-98d567218fe3_115336_2.png",5443857,468755,13113,184131,0.982206157208715,0.965034485289308,0.997597018125443,0.967282979281406,0.96771707876585,0.982206157208715,0.972787153328297,0.717973735077793,0.00240298187455676,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","0502ebf6-5b9d-c3a6-85fe-a3909acf1f7b_112628_8.png",4011037,94868,548,52512,0.993429211205659,0.986944209254848,0.999863395640377,0.987077306069153,0.987242018146342,0.993429211205659,0.99425672843129,0.643696566698331,0.000136604359623441,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","3e1fffa8-5bae-87b0-bc39-e4a1bc285608_122517_10.png",3663155,1691026,316824,1566875,0.795472621145104,0.660402274875091,0.92039555987607,0.700408028252228,0.739744372661608,0.795472621145104,0.842207336205394,0.519053832513634,0.0796044401239303,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","7e6be544-b3c1-c3b1-a8a1-838402bd2649_124526_1.png",51766586,2596662,150922,259400,0.996052451344381,0.992135946422889,0.99709304229317,0.99501403010411,0.992508759242825,0.996052451344381,0.945071015117281,0.909175641145045,0.00290695770682984,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","b91bdd22-8eea-af27-bee7-880d6f1d7c1e_121440_5.png",4222020,798174,313442,3778504,0.673584032400802,0.507822620395609,0.930890833172012,0.527717934475292,0.550934687131673,0.673584032400802,0.718030327019402,0.174400296459572,0.069109166827988,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","04e13be9-17d6-1bd0-76ee-d5d53a64912e_105258_2.png",3283411,114025,8347,886569,0.880066011430581,0.785819539734444,0.997464272890048,0.787392505479643,0.791509177252937,0.880066011430581,0.931789951949792,0.113957309358241,0.00253572710995158,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","d9d9ce51-54c1-b32b-5fae-fd9ffdaa32e5_111717_1.png",7404019,299334,8366,644291,0.95778605036837,0.918991777750526,0.998871348425642,0.919947044783315,0.921893702855789,0.95778605036837,0.972811179720507,0.317217114849649,0.00112865157435832,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","cd7afea3-2dfd-f8a4-f2e6-1e02af01c417_132555_3.png",0,3997904,4846,106110,0,0,0,0,0.97299591614219,NA,0.99878933233402,0.97414482504202,1,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","def4a0a8-b472-78ea-531c-84458df3a3e9_124843_7.png",11369687,165280,59801,387238,0.980719786195476,0.962168962875165,0.994767832119864,0.967062986282553,0.96269080486189,0.980719786195476,0.734313424944798,0.29913957554324,0.00523216788013601,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","0504f20c-cba2-27c1-e181-78505aa24ca7_112258_3.png",3463709,2234184,2632136,118193,0.715808958428031,0.557400678914419,0.568208181146338,0.967002726484421,0.674448777506084,0.715808958428031,0.459111607950155,0.949755927727571,0.431791818853662,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","be2180cd-04c9-2627-2456-4397fd5e59ee_103647_5.png",4965104,480735,15271,109026,0.987637680820687,0.97557728306337,0.996933765027734,0.978513360911132,0.977685104995641,0.987637680820687,0.969212065983073,0.815135283614888,0.00306623497226614,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","19a1c0fb-3d0a-327d-ea5a-6aae35f53e51_121144_1.png",6543263,59871,3906,14108,0.99862536189748,0.997254497866802,0.999403406266128,0.997848528015267,0.997279323766815,0.99862536189748,0.938755350675008,0.809297232998554,0.000596593733871846,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","def4a0a8-b472-78ea-531c-84458df3a3e9_124843_8.png",30052957,633145,189615,1215803,0.977151884794171,0.955324520099973,0.993730195963491,0.96111764585484,0.956205938515845,0.977151884794171,0.769537896835043,0.34243526589174,0.00626980403650854,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","d9d9ce51-54c1-b32b-5fae-fd9ffdaa32e5_111717_2.png",6775183,750301,6296,1605725,0.893682900983862,0.807799953357519,0.999071588955743,0.808406797926907,0.823581929640531,0.893682900983862,0.991678528992317,0.31846040748277,0.000928411044257455,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","c0272a60-2518-4785-1810-6431c15f4b4b_130712_1.png",8107702,224971,48567,17710,0.99592935152089,0.991891709044029,0.994045439158517,0.99782041821387,0.992108894564201,0.99592935152089,0.822448800532284,0.927023541191935,0.00595456084148279,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","b0f43f79-08e2-79bc-61fa-379c7ef1dd21_131900_10.png",5009427,182250,4142,415261,0.959820590736557,0.922745232398141,0.999173842027506,0.923449791029456,0.925254496460574,0.959820590736557,0.977778016223872,0.305015305157562,0.000826157972494245,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","cbd7b0be-5303-525e-8ff2-6d1502e77bdd_110516_1.png",11620302,482168,19110,95980,0.995072293719895,0.990192913879656,0.998358164484598,0.991807981405705,0.990579952134469,0.995072293719895,0.961877441260139,0.833987145160063,0.00164183551540232,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","6f1702fd-ae84-1c96-04ae-a23a14a5d2d4_111419_5.png",2299473,936219,24424,235415,0.946521815639095,0.898473105272042,0.989490067761179,0.907130019156665,0.925665371012301,0.946521815639095,0.97457536254363,0.799071211658248,0.0105099322388213,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","e398b039-2e70-a00a-855c-e3ff4eba631e_115619_4.png",5047381,185826,1001,533136,0.94974672353176,0.904302557117974,0.999801718649658,0.90446476554054,0.907385964839274,0.94974672353176,0.994642102051631,0.258464286012334,0.000198281350341555,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","2125a939-8f92-6ca7-9a29-e1755d6267ed_103351_8.png",6857728,209012,0,1308210,0.912923383680122,0.839796726352808,1,0.839796726352808,0.843794888327692,0.912923383680122,1,0.137759668657586,0,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","deaaef3a-8172-327d-10b9-23d266fb17ca_123636_1.png",3627448,3644624,441713,102737,0.930192864888928,0.869495850569693,0.891448630319616,0.972457934391994,0.930346258860399,0.930192864888928,0.891904901627056,0.972584173235512,0.108551369680384,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","04e13be9-17d6-1bd0-76ee-d5d53a64912e_105258_4.png",8000329,383709,33321,729385,0.954501614353778,0.912963259875146,0.995852321174062,0.916448007345945,0.916614480518969,0.954501614353778,0.920099273433566,0.344722907499277,0.0041476788259384,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","8e6bc805-8b70-bd59-8612-caf5bbe72e5e_125634_2.png",7180279,1492311,216496,55987,0.981378921852266,0.963438655360254,0.970731028049386,0.992262998623876,0.969538202762571,0.981378921852266,0.873305762441282,0.963839648439771,0.0292689719506136,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","0502ebf6-5b9d-c3a6-85fe-a3909acf1f7b_112628_7.png",4997431,878479,26355,237045,0.974323135829442,0.94993186437656,0.994753956478242,0.954714664848974,0.957096155756917,0.974323135829442,0.970873110426885,0.787503451292845,0.00524604352175829,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","f4c75e72-7c5b-0601-d74f-78529d4dec70_114117_1.png",4373468,8453265,10318814,167879,0.454773043610231,0.294308251438191,0.297671117393472,0.963033214594701,0.550186532000917,0.454773043610231,0.450310538326629,0.980527062301708,0.702328882606528,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","7ea29210-064a-9e70-4612-3ab81fa629dc_120503_2.png",8471808,44153,24707,316037,0.980285992654631,0.96133424233979,0.997092101879418,0.964037030694101,0.9615270012945,0.980285992654631,0.641199535288992,0.122582525889114,0.00290789812058238,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","24aa9d72-799e-9634-ead4-94165f32d151_102546_1.png",6244635,394495,34961,93117,0.989849055443347,0.979902123318593,0.994432603626093,0.985307566468363,0.9810737308503,0.989849055443347,0.918592358704966,0.809034642297564,0.00556739637390686,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","9e7010fd-072a-6a7f-3911-83d91e8c9301_113642_1.png",8240269,270274,75543,56281,0.992064704585657,0.984254355511818,0.990915739797869,0.993216336911126,0.984746771341694,0.992064704585657,0.781552092580758,0.827652309718118,0.00908426020213059,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","e16fa7c2-3d43-e563-886f-5b0ebdd4e8c5_105048_1.png",41991262,444956,1006214,81181,0.987217632122114,0.974757917824597,0.976598300793284,0.998070447204599,0.975015975810648,0.987217632122114,0.30661879724636,0.845703685541979,0.0234016992067162,0.9,0.75,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","0502ebf6-5b9d-c3a6-85fe-a3909acf1f7b_112628_2.png",8275026,2891338,272514,411527,0.960308848281137,0.923648187919568,0.968117844432433,0.952624821376212,0.942276993908647,0.960308848281137,0.913866388187564,0.875403021316342,0.0318821555675668,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","b91bdd22-8eea-af27-bee7-880d6f1d7c1e_121440_6.png",5498810,393132,115071,801685,0.923054635844966,0.857104423834156,0.979502415530361,0.872758410251893,0.865355167757477,0.923054635844966,0.773572765213901,0.329031140333624,0.0204975844696387,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","e398b039-2e70-a00a-855c-e3ff4eba631e_115619_1.png",14234145,375733,1089,1996897,0.93441974989001,0.876911663662645,0.999923499676928,0.876970498874934,0.87969638961398,0.93441974989001,0.997110041345781,0.158361396425064,7.65003230716123e-05,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","d9d9ce51-54c1-b32b-5fae-fd9ffdaa32e5_111717_5.png",9065828,225705,6219,998092,0.947517102219083,0.900268407417216,0.99931448767847,0.900824728336473,0.902454718622388,0.947517102219083,0.973185181352512,0.184430097475317,0.00068551232153008,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","b1a83861-bd20-5668-5a83-92a470ead44d_110338_5.png",2700460,2333901,269,174078,0.968728493182479,0.939353493991075,0.999900397263109,0.939441398930889,0.96652778385734,0.968728493182479,0.99988475560906,0.930590327909444,9.96027368906691e-05,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","40f80889-968b-7602-00a3-4e00b00e88fe_110004_3.png",21141253,9005083,126878,1131043,0.97110912577867,0.943840741627348,0.994034360612129,0.949217494235888,0.959944252143905,0.97110912577867,0.986106160549744,0.888414666510657,0.00596563938787099,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","59c3e1ff-f1eb-ac9b-3a83-925048a454e4_130514_4.png",1778609,1074224,131,71356,0.980299583460215,0.961360383461183,0.999926352361784,0.961428459457341,0.975554316901023,0.980299583460215,0.999878066374709,0.937711901394927,7.36476382158157e-05,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","2125a939-8f92-6ca7-9a29-e1755d6267ed_103351_5.png",4153843,952383,2750,39096,0.994988222094364,0.990026429508955,0.999338400464034,0.99067575273573,0.991871520056441,0.994988222094364,0.997120819822998,0.960567999927381,0.000661599535966115,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","6247d1f0-d194-53f2-2d84-7b4b827443da_115125_1.png",2663663,454702,246070,13925,0.953466965653128,0.911072020051593,0.915432103220467,0.994799423959175,0.923041061343374,0.953466965653128,0.648858687276318,0.970285536258047,0.0845678967795327,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","0e99786b-efbd-e936-5e70-bad7ef5912da_122209_3.png",9726817,1756028,61136,198199,0.986844447429507,0.974030537488314,0.993753954478531,0.98003035964879,0.977914237390331,0.986844447429507,0.966356366293851,0.89857933597274,0.0062460455214691,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","66e65946-ef0a-6028-f7a7-e909aade97a4_112429_4.png",9078594,971170,23083,52561,0.995851220479627,0.991736723471686,0.997463873965204,0.994243773104279,0.992529288696317,0.995851220479627,0.976783575206713,0.948657410980033,0.00253612603479557,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","7e3642ed-4a56-9d3f-3ecf-de46d455c0fd_113100_1.png",558576,1941147,1717623,95854,0.381198711948868,0.23548209083018,0.245398578946744,0.85353055330593,0.579551840860614,0.381198711948868,0.530546331144073,0.952943567528931,0.754601421053256,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","0e99786b-efbd-e936-5e70-bad7ef5912da_122209_4.png",5240706,253214,12192,28375,0.996144546572465,0.992318708008467,0.997678995480209,0.994614810438481,0.992670142688925,0.996144546572465,0.954062832038462,0.899232569454062,0.00232100451979079,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","728c532f-2f31-cf1c-4143-7abb9ca2b76d_102101_5.png",4828810,1828746,589697,76459,0.935473609656002,0.878769768548158,0.891169837004917,0.984412883370922,0.90904120751881,0.935473609656002,0.756166674178387,0.95986836062261,0.108830162995083,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","0502ebf6-5b9d-c3a6-85fe-a3909acf1f7b_112628_5.png",2742709,843955,206,11618,0.997849103241225,0.995707439337267,0.999924897417528,0.995781909700627,0.996714175509269,0.997849103241225,0.999755970721225,0.986420796355191,7.51025824715677e-05,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","59c3e1ff-f1eb-ac9b-3a83-925048a454e4_130514_1.png",4973842,709327,118699,89253,0.979523488238452,0.959868725001418,0.976691596591957,0.982371849629525,0.964700775964371,0.979523488238452,0.856648221191122,0.888235367777806,0.0233084034080433,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","228e0715-eef2-126e-c558-f7684e2bcfa8_110725_7.png",7251624,366062,1291,1982132,0.87969536117995,0.785228705387206,0.999822002601713,0.785338490642378,0.793417302105413,0.87969536117995,0.996485669097571,0.155890867619967,0.000177997398287447,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","f761dbde-597d-9a8f-e1a1-2533f0d71b83_120113_1.png",9251584,892524,116647,119485,0.987399102421115,0.97511181827112,0.987548663136082,0.98724958700016,0.97725177837892,0.987399102421115,0.884413047937366,0.881932868185955,0.0124513368639181,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","c38dfb82-e376-0eab-4312-72ca49852e8b_104329_1.png",3513442,810373,42617,77306,0.98322005897179,0.966993957392114,0.988015665656841,0.978470781018328,0.97301303542198,0.98322005897179,0.950038101267307,0.912912212635423,0.0119843343431591,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","7d4546a5-f4cc-3733-763f-d1c5a5904dff_120251_4.png",3286186,261021,5626,168703,0.974160852837557,0.949623394205776,0.998290910902567,0.951169777089799,0.953156707338045,0.974160852837557,0.978900943944616,0.607415457363331,0.00170908909743327,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","59c3e1ff-f1eb-ac9b-3a83-925048a454e4_130514_3.png",2348170,404622,7857,69439,0.983807730627136,0.968131484836316,0.996665148574274,0.971277820358875,0.972687775079786,0.983807730627136,0.98095175754402,0.85352306981591,0.00333485142572645,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","7e3642ed-4a56-9d3f-3ecf-de46d455c0fd_113100_4.png",8163940,3774007,6008,99949,0.993552509982909,0.987187627608905,0.99926462200249,0.987905331255054,0.991202437349218,0.993552509982909,0.998410588317771,0.974199758593025,0.000735377997509899,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","7e3642ed-4a56-9d3f-3ecf-de46d455c0fd_113100_3.png",3820308,1312166,241657,113781,0.955548324210917,0.914880359102302,0.940507365277643,0.971078183538807,0.935232562038167,0.955548324210917,0.844475850853025,0.920206711750156,0.0594926347223573,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","3e1fffa8-5bae-87b0-bc39-e4a1bc285608_122517_7.png",3636970,351513,482,2549547,0.740427825047086,0.587840728598792,0.999867489660345,0.587886528073874,0.609998574599236,0.740427825047086,0.998630662367363,0.121167090649625,0.000132510339655341,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","b0f43f79-08e2-79bc-61fa-379c7ef1dd21_131900_5.png",7424013,146670,24112,425246,0.970625173559087,0.942926860680133,0.996762675169925,0.945823421038852,0.94397061062406,0.970625173559087,0.858814160742935,0.256453744955553,0.00323732483007468,0.25,1.25,"Prostate","GrandQC"
"HistoKit (no postprocessing)","gaussian","c0272a60-2518-4785-1810-6431c15f4b4b_130712_3.png",33230079,2121715,166473,363332,0.992091277912782,0.98430667001107,0.99501526385119,0.989184426672242,0.985234632380792,0.992091277912782,0.927246799651078,0.853792704926708,0.00498473614880961,0.25,1.25,"Prostate","GrandQC"
