"Method","Mode","Image","TP","TN","FP","FN","DICE","JACCARD","PRECISION","RECALL","ACCURACY","F1","SPECIFICITY","NPV","FDR","Overlap","Sigma","Organ","Dataset"
"HistoKit (no postprocessing)","gaussian","36c069a8-8f9e-b246-f3af-1b6cffe0751a_123150_5.png",2190307,341832,4019,1114711,0.796570281837252,0.661916744962356,0.998168458105131,0.662721655373738,0.693571585285585,0.796570281837252,0.988379388811945,0.234687201133094,0.00183154189486886,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","76bd570a-7866-8dee-341c-c3f9290b76cf_114927_1.png",2686970,424712,58880,281817,0.940381690035605,0.887472103107772,0.978556731066883,0.905073351506861,0.901315295916236,0.940381690035605,0.878244470545418,0.601124653057412,0.0214432689331172,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","96e6b3f2-f43e-7954-4202-361d3af0da92_104636_1.png",4604604,242975,93964,367306,0.952301220270601,0.90894562320342,0.980001566434709,0.926123763302232,0.913112993042371,0.952301220270601,0.721124595253147,0.398136268374732,0.0199984335652905,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","32e0aaf3-9973-5f67-ccc7-24d8d8604aa6_110737_5.png",0,5464999,8909,0,0,0,0,NA,0.998372460772085,NA,0.998372460772085,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","96e6b3f2-f43e-7954-4202-361d3af0da92_104636_4.png",3273846,359364,7502,1772179,0.786285422785793,0.647833879189722,0.997713744473308,0.648797023399607,0.671214328904831,0.786285422785793,0.979551116756527,0.168593361710273,0.00228625552669208,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","db9f8afe-40d5-d8aa-882f-512377b755a1_120139_3.png",5419722,840886,344641,120651,0.958840967184019,0.920936126914906,0.940211780555805,0.978223307347718,0.930820856688324,0.958840967184019,0.709292997966305,0.874522769274609,0.0597882194441953,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","9761f929-4dae-801a-b291-ba7ecada0fc3_101038_1.png",5083709,267176,20275,976639,0.9107054501783,0.836050680991076,0.996027612939225,0.8388477031352,0.842951233963142,0.9107054501783,0.929466239463422,0.214803648452543,0.00397238706077449,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0a6bb222-fb92-5dbe-8347-47a6b9e62ff2_125049_1.png",5672091,221890,52038,1925488,0.851556121782582,0.741486926731103,0.99090900991225,0.746565583589193,0.748774154682197,0.851556121782582,0.810030372944715,0.103330666515164,0.00909099008774959,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d7d9e09c-5b48-9d63-55ef-dabd0e7bf5cd_123455_3.png",0,3205495,3176,0,0,0,0,NA,0.999010182097198,NA,0.999010182097198,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","4c439187-b529-301f-82bf-3874dfa019f2_103211_1.png",5209178,2767973,7046,73083,0.992367565415391,0.98485075644125,0.998649214450913,0.986164447383422,0.990055080622741,0.992367565415391,0.997460918285605,0.974276114233581,0.00135078554908685,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0fcbbf47-bbbc-4a27-0d18-fe35bf99ccdb_133554_3.png",1753175,233894,9614,898765,0.794239012179457,0.658703524332026,0.99454614250486,0.661091502824347,0.68627341951919,0.794239012179457,0.960518750923994,0.206499926279666,0.0054538574951398,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","ed9d6e50-ec08-4213-59eb-4f99b1955e7c_103016_3.png",9738573,212903,116952,529696,0.967866496745097,0.937733823863739,0.988133356670497,0.948414284822495,0.938984673136491,0.967866496745097,0.645444210334844,0.286699820495314,0.011866643329503,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","16277008-7349-6ea9-1043-9abf63a9d11e_105523_2.png",6934840,373100,3765,1466989,0.904125659026335,0.825026761939727,0.999457383724827,0.825396470220948,0.832463234280634,0.904125659026335,0.990009685165776,0.20276193162396,0.000542616275173468,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","aedd99b7-9b77-3379-0a55-09f4124063bb_103758_2.png",4562628,131525,23188,816183,0.915764935305657,0.844618445875314,0.994943538947049,0.848259587481323,0.848311672633931,0.915764935305657,0.850122484859062,0.13878219873632,0.0050564610529511,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","e2bfe175-7bb7-d3b3-d437-ffbd60d747a4_123954_6.png",2224703,164457,9933,676836,0.866287850394506,0.764116227118104,0.995554980766443,0.766732068740072,0.776727941379661,0.866287850394506,0.943041458799243,0.195481241374884,0.0044450192335575,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","6fecdbd3-f25f-98e1-f3e7-fdc984783bf1_110414_3.png",2331684,783557,372921,964588,0.777114411776812,0.635475975234881,0.862116279456704,0.707370022862191,0.699621806748638,0.777114411776812,0.677537315884954,0.448221972433637,0.137883720543296,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","db9f8afe-40d5-d8aa-882f-512377b755a1_120139_1.png",4106213,7214333,1369173,286181,0.832246564070135,0.712690314978547,0.74994036950089,0.934846236471501,0.872428579135166,0.832246564070135,0.840487907854902,0.961845148212509,0.25005963049911,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","cbe296c0-32ef-a6c0-58c3-7dcdd9f9743d_115103_5.png",2645722,657167,34477,224780,0.953292926424969,0.910754260185702,0.987136402931275,0.921693139388163,0.927218873117497,0.953292926424969,0.950152101370069,0.745132077097603,0.0128635970687251,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","042c1e4d-d1be-7f85-b2e1-b98e0b68f672_101215_1.png",3928788,683457,1349690,27625,0.850857470867821,0.740428144723161,0.744303187396064,0.993017665243745,0.770047382445455,0.850857470867821,0.336157198667878,0.961150753358966,0.255696812603936,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","73e02c87-178a-0dc6-cf2c-3f6aeb0c5685_124434_1.png",0,9476323,1896585,0,0,0,0,NA,0.833236582939034,NA,0.833236582939034,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","15fe4c3f-571c-b45d-d559-12744253eeb9_122421_3.png",2440136,165771,1082,232328,0.954355785127038,0.91269647127822,0.999556778624441,0.913065994527896,0.917793610223867,0.954355785127038,0.993515249950555,0.416406471757025,0.00044322137555925,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","15fe4c3f-571c-b45d-d559-12744253eeb9_122421_1.png",4751593,1678572,244658,10219,0.973880369495462,0.949090476922862,0.95103168355633,0.9978539681953,0.961873537967301,0.973880369495462,0.8727879660779,0.993948925592332,0.0489683164436695,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","78f7eac9-40c9-a096-07a4-a0166ddd84e8_103411_4.png",0,3170014,2186,0,0,0,0,NA,0.999310888342475,NA,0.999310888342475,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","adf4a334-3c2a-d6ae-0b72-c218c11535ea_115443_6.png",0,5887325,42262,0,0,0,0,NA,0.992872690796172,NA,0.992872690796172,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","a2afe16d-3866-9541-f2c7-cc8ca97faf02_130229_2.png",1340203,2135490,29361,3616,0.987846536961424,0.975984940066124,0.978561790467623,0.997309161427246,0.990601281967241,0.987846536961424,0.986437403775133,0.998309574186599,0.0214382095323767,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","adf4a334-3c2a-d6ae-0b72-c218c11535ea_115443_8.png",0,7385211,16380,0,0,0,0,NA,0.997786962289594,NA,0.997786962289594,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","adf4a334-3c2a-d6ae-0b72-c218c11535ea_115443_5.png",0,5526564,30156,0,0,0,0,NA,0.994573057487151,NA,0.994573057487151,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","46e107b0-7f41-8fd8-abd7-fbe9d0e935a4_133028_1.png",0,8907490,354766,0,0,0,0,NA,0.961697668472994,NA,0.961697668472994,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","f010c097-faf6-f2df-c82a-aca0270a9814_110553_3.png",543555,4199137,124564,1174,0.896328311544398,0.812133101646065,0.813560159193198,0.997844799891322,0.974172782601373,0.896328311544398,0.971190422279431,0.999720496887016,0.186439840806802,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","15fe4c3f-571c-b45d-d559-12744253eeb9_122421_5.png",3415094,267220,3446,898952,0.883299325736565,0.790990232292266,0.998991967331083,0.791622064298804,0.803172369387652,0.883299325736565,0.987268441547886,0.22914287086296,0.00100803266891714,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","c149f6be-4555-ddd6-581f-abc8aeab9698_132314_1.png",3643665,2093204,108664,90187,0.973437591209724,0.948249792583817,0.971040918853331,0.975846123520697,0.966499262094573,0.973437591209724,0.950649176063234,0.958694068080339,0.0289590811466692,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","f4701930-c3d0-97f5-7529-fedf8cc9402a_110850_3.png",2346121,427369,698,7734,0.998206214683256,0.996418853175104,0.999702576125385,0.996714326073611,0.996969002006526,0.998206214683256,0.998369414133769,0.982224898472316,0.000297423874614957,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","4a12a0e8-253e-42bb-77ff-6e284ada3080_105659_1.png",1911616,1400636,38142,9666,0.987649830536497,0.975600992944865,0.980437572252556,0.994968984251141,0.985771682648524,0.987649830536497,0.973490003322264,0.993146148839043,0.0195624277474435,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","e2bfe175-7bb7-d3b3-d437-ffbd60d747a4_123954_3.png",4622065,274168,13043,743534,0.924347648621243,0.859336799140006,0.997186041835487,0.861425723390809,0.866159131476204,0.924347648621242,0.954587393936862,0.26939909718169,0.0028139581645131,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","e4c17e5d-ca75-8d00-1c03-2c4b0f9dc6a7_131509_7.png",0,4733022,115176,0,0,0,0,NA,0.976243544508702,NA,0.976243544508702,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","78f7eac9-40c9-a096-07a4-a0166ddd84e8_103411_6.png",0,6301249,518671,0,0,0,0,NA,0.923947641614564,NA,0.923947641614564,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","5b6306df-eee5-32e5-a263-7c4b8cf32245_100047_3.png",6725308,567877,16863,21304,0.997170463784613,0.994356894939362,0.997498876845455,0.996842266903744,0.994794002525046,0.997170463784613,0.971161541881862,0.963841332290077,0.00250112315454473,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","67cf3804-696c-ef64-2d57-43ad0b86332a_122601_2.png",5853237,4359033,14214,235011,0.979154292860668,0.959159925944643,0.99757748296492,0.961399239978398,0.976176923087953,0.979154292860668,0.996749783398925,0.948844416814467,0.00242251703508048,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","18a7f9da-53be-2120-be0a-0738920b492f_101923_4.png",8387373,251232,72484,1538403,0.912383381088919,0.83888326568823,0.991432006474814,0.845009297006098,0.842832503308457,0.912383381088919,0.776087681795154,0.140381697943994,0.00856799352518606,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","2852fafe-6f36-4c12-47aa-96e73b433b3f_123004_2.png",2479015,1107464,7222,107197,0.97744304575561,0.95588127555974,0.997095208542066,0.958550575126865,0.969083449476316,0.97744304575561,0.993521045388567,0.911747392893984,0.00290479145793422,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","7fcfd7e6-a936-d1a4-6766-2f191e54690d_131809_1.png",3174403,251265,10140,701227,0.899242270692234,0.816930235191481,0.996815869655395,0.81906760965314,0.828049073793188,0.899242270692234,0.961209617260573,0.263797491212525,0.00318413034460518,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","6dacef70-8f47-e898-de47-4738667f2bb0_100303_3.png",2827414,198442,272,660058,0.895437295472259,0.810671310738403,0.999903808272913,0.810734537797006,0.820863624353193,0.895437295472259,0.998631198607043,0.23114967967385,9.61917270870952e-05,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","78f7eac9-40c9-a096-07a4-a0166ddd84e8_103411_1.png",0,2767497,6263,0,0,0,0,NA,0.99774205410706,NA,0.99774205410706,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","f4701930-c3d0-97f5-7529-fedf8cc9402a_110850_4.png",2528190,506718,3425,35437,0.992372884349752,0.984861233819962,0.998647108663837,0.986177006249349,0.987356893977103,0.992372884349752,0.993286196223412,0.934636773616401,0.00135289133616288,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","eb22b9cd-e52e-fa2d-85a8-60a50dc5a7c4_102757_1.png",2187177,588526,17912,33066,0.988480412317087,0.977223203933597,0.991876971859186,0.98510703558124,0.981965421637603,0.988480412317087,0.970463592321062,0.946804334676122,0.00812302814081427,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","adf4a334-3c2a-d6ae-0b72-c218c11535ea_115443_4.png",0,4480476,2955120,0,0,0,0,NA,0.602571199403518,NA,0.602571199403518,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d7d73023-1258-3c47-44ee-6493877f23d1_111048_2.png",6463064,417888,27168,821224,0.938408597903956,0.883964014828237,0.995814017126044,0.887260910057373,0.890237515628752,0.938408597903956,0.938955996548749,0.337247964671474,0.00418598287395582,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","db9f8afe-40d5-d8aa-882f-512377b755a1_120139_2.png",3008507,1928026,81993,57217,0.977387112619684,0.955774296100952,0.973469341530497,0.981336545625112,0.972573473479646,0.977387112619684,0.959207848284021,0.971178843093767,0.0265306584695033,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0a6bb222-fb92-5dbe-8347-47a6b9e62ff2_125049_4.png",7470205,470557,18177,6130474,0.708443585989912,0.548519273571877,0.997572639857315,0.549252357180108,0.563597787927716,0.708443585989912,0.962807989622167,0.0712853795111703,0.00242736014268503,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","f569a03d-b1d7-9121-59cf-f65992813d75_131224_1.png",0,4164954,203952,0,0,0,0,NA,0.953317375104889,NA,0.953317375104889,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0823ec0e-9dd5-2324-aa8d-fe8db13ea4cd_103937_1.png",1446653,4072410,32339,48270,0.97289465233539,0.947219926901868,0.9781344320997,0.967710711521597,0.985604692560564,0.97289465233539,0.992121564558515,0.988285913975363,0.0218655679002997,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","98491719-8df8-3c0a-7325-de39c48b2a96_133826_2.png",2680094,1623861,107132,53723,0.970865106466296,0.943379835400072,0.961563217335085,0.980348721220184,0.963972711044815,0.970865106466296,0.938109512863426,0.967975970204771,0.0384367826649149,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","2852fafe-6f36-4c12-47aa-96e73b433b3f_123004_1.png",2099269,2840172,31670,120822,0.964952666380144,0.932278780918579,0.985138007235308,0.94557790649122,0.970052237529441,0.964952666380145,0.988972234544937,0.959195459362633,0.014861992764692,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","8469f8e6-543f-6b82-f38a-8b184a96e4e9_104905_1.png",8823954,8918384,5959393,166386,0.742329450202655,0.590241578227518,0.59688472441322,0.981492802274441,0.743348878338413,0.742329450202655,0.599443317371943,0.981685171996649,0.40311527558678,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","18a7f9da-53be-2120-be0a-0738920b492f_101923_3.png",11713865,131196,84730,429545,0.978519969401059,0.957943317626393,0.99281863645629,0.964627316379831,0.958389754918873,0.978519969401059,0.607597047136519,0.233968980331383,0.00718136354371008,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","46e107b0-7f41-8fd8-abd7-fbe9d0e935a4_133028_6.png",0,5253435,24020,0,0,0,0,NA,0.995448563749004,NA,0.995448563749004,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","8956f1ca-9d66-b2d7-8ef9-bd09fb590f4a_110204_2.png",6192532,1439645,158502,460575,0.95239385669534,0.909114425093983,0.975043118962991,0.93077294563277,0.924971767927639,0.95239385669534,0.90082138877087,0.757620170296071,0.0249568810370091,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","c93efc84-bec7-4ba6-b526-5de46512cbba_100824_1.png",7387205,848660,57538,35702,0.993728665929047,0.987535500896003,0.992271324879851,0.995190294045177,0.988805519920808,0.993728665929047,0.936506149870117,0.959629653920001,0.00772867512014854,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","36c069a8-8f9e-b246-f3af-1b6cffe0751a_123150_4.png",3304880,196400,80092,1180988,0.839778219351429,0.723808355745561,0.97633894755998,0.736731441941671,0.735198515021964,0.839778219351429,0.710327966089435,0.142588725907297,0.0236610524400202,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","36c069a8-8f9e-b246-f3af-1b6cffe0751a_123150_3.png",6145570,353866,3965,2097975,0.853961764959272,0.745142473304064,0.999355235802382,0.745500873713918,0.755627471697552,0.853961764959272,0.988919350196042,0.144326650871733,0.000644764197618194,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","6dacef70-8f47-e898-de47-4738667f2bb0_100303_1.png",8097470,338058,11433,1594367,0.909790267146197,0.834509397347492,0.998590068225011,0.835493828466162,0.840080913600273,0.909790267146197,0.967286711245783,0.174939777740404,0.00140993177498855,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","18a7f9da-53be-2120-be0a-0738920b492f_101923_5.png",7014672,412372,4446,1457300,0.90563956442058,0.827551449208852,0.999366587084018,0.827985739329639,0.835551745513169,0.90563956442058,0.989333474082213,0.220558472288187,0.000633412915981752,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","e2bfe175-7bb7-d3b3-d437-ffbd60d747a4_123954_2.png",3849049,177255,48527,189369,0.970023162819932,0.941791240156156,0.987549440985885,0.953108123032336,0.944210871910323,0.970023162819932,0.785071440593138,0.483478986645719,0.0124505590141154,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","103a5b47-1de4-c7ee-81eb-83cd201d2a51_131937_2.png",2675826,1770003,107091,19890,0.97682250298569,0.954695061058432,0.96151843551209,0.992621626313751,0.972231297604755,0.97682250298569,0.942948515098338,0.988887603895875,0.0384815644879096,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d18df4a2-af46-984e-1fcb-35841267a2a7_132544_2.png",8500206,142352,126475,316692,0.974594261877107,0.950447443039667,0.985339089274311,0.964081244900417,0.951223815380721,0.974594261877107,0.529530143921556,0.310105349378273,0.0146609107256893,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0f170c8e-9c83-6973-94f2-3858ac80f3dc_115930_3.png",6449830,353051,41359,695872,0.945938484072359,0.897422465177351,0.993628440028476,0.902616705818407,0.902225457658984,0.945938484072359,0.895137040135899,0.336584286930499,0.00637155997152448,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d7d73023-1258-3c47-44ee-6493877f23d1_111048_3.png",6253231,272639,7175,1300053,0.905367211802205,0.827096741084106,0.998853908197008,0.82788241511904,0.833114816130221,0.905367211802205,0.97435796636337,0.173358165489492,0.00114609180299169,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","aedd99b7-9b77-3379-0a55-09f4124063bb_103758_4.png",4481270,121711,19982,460867,0.949080886109849,0.903096036189378,0.995560790642248,0.906747425253489,0.905415995420775,0.949080886109849,0.858976801959165,0.208917947467979,0.00443920935775202,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","8956f1ca-9d66-b2d7-8ef9-bd09fb590f4a_110204_1.png",6863135,3372665,646276,128289,0.946584800116683,0.898586616389751,0.913937857443147,0.981650519264745,0.929651287673025,0.946584800116683,0.839192463885387,0.963355988110669,0.086062142556853,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","5b6306df-eee5-32e5-a263-7c4b8cf32245_100047_4.png",5961575,360239,5054,25002,0.997485528150356,0.994983669721984,0.999152955546591,0.995823656824259,0.995268165123027,0.997485528150356,0.986164530938178,0.935100365745079,0.000847044453409119,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","4a12a0e8-253e-42bb-77ff-6e284ada3080_105659_3.png",785131,3467962,9036,53255,0.961844424040138,0.926493529787992,0.988622040452449,0.936479139680291,0.98556536336048,0.961844424040138,0.997401206443029,0.984875967598702,0.0113779595475511,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","67cf3804-696c-ef64-2d57-43ad0b86332a_122601_3.png",2872634,3892207,1128273,247774,0.806770659632385,0.676123719337837,0.717995694476278,0.920595640057326,0.830970896541016,0.806770659632385,0.775265910829243,0.940150933059838,0.282004305523723,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","103a5b47-1de4-c7ee-81eb-83cd201d2a51_131937_3.png",501620,9910892,24930,244,0.975521531212138,0.952212819432264,0.952654068939322,0.999513812506974,0.997588162740286,0.975521531212138,0.997490897079275,0.999975381227742,0.047345931060678,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","36c069a8-8f9e-b246-f3af-1b6cffe0751a_123150_2.png",4526814,357620,4516,1471430,0.859828517279047,0.754122103832237,0.999003383112684,0.754689872569372,0.767946883676761,0.859828517279047,0.987529546910553,0.195522265657035,0.000996616887315645,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","042c1e4d-d1be-7f85-b2e1-b98e0b68f672_101215_2.png",0,16699157,297781,0,0,0,0,NA,0.982480314983793,NA,0.982480314983793,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","e4c17e5d-ca75-8d00-1c03-2c4b0f9dc6a7_131509_4.png",0,13000323,456535,0,0,0,0,NA,0.966074175710259,NA,0.966074175710259,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","46e107b0-7f41-8fd8-abd7-fbe9d0e935a4_133028_4.png",0,5751871,56687,0,0,0,0,NA,0.990240779208885,NA,0.990240779208885,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","78f7eac9-40c9-a096-07a4-a0166ddd84e8_103411_2.png",0,3791908,10520,0,0,0,0,NA,0.997233346693218,NA,0.997233346693218,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","aedd99b7-9b77-3379-0a55-09f4124063bb_103758_3.png",2247239,1203630,376155,1442695,0.711903135715426,0.552678261592405,0.856615132915605,0.609018752096921,0.654848768976107,0.711903135715426,0.761894814800748,0.454830755859541,0.143384867084395,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d07adf84-9a4a-637f-4bfb-56af281dbf05_133243_1.png",3505936,889800,10159,16273,0.996244549823367,0.992517200925838,0.99711071515417,0.995379888019138,0.994022841285089,0.996244549823367,0.988711707977808,0.982040078448425,0.00288928484583039,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","c93efc84-bec7-4ba6-b526-5de46512cbba_100824_2.png",3114257,317502,2208,23578,0.995877076571319,0.991788010546352,0.999291504958342,0.992485901903701,0.992542107188771,0.995877076571319,0.993093741202965,0.930872522575349,0.000708495041657776,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","f4701930-c3d0-97f5-7529-fedf8cc9402a_110850_2.png",3814711,435834,7946,19735,0.996384925212577,0.992795893807816,0.997921341098613,0.994853233035489,0.993529794826173,0.996384925212577,0.982094731623778,0.95668054674484,0.00207865890138718,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","18a7f9da-53be-2120-be0a-0738920b492f_101923_1.png",4413275,470110,12983,1965064,0.816925425353671,0.690510507841727,0.997066822584675,0.691916030176508,0.711715134683256,0.816925425353671,0.973125257455604,0.193049860092133,0.00293317741532464,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","adf4a334-3c2a-d6ae-0b72-c218c11535ea_115443_2.png",0,5951554,183966,0,0,0,0,NA,0.970016233342895,NA,0.970016233342895,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","8469f8e6-543f-6b82-f38a-8b184a96e4e9_104905_2.png",8256282,3788403,445374,247301,0.959740460449285,0.922597125005741,0.948817328563667,0.970918023614281,0.945618636828982,0.959740460449285,0.894804568119672,0.938721719927923,0.0511826714363335,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","9761f929-4dae-801a-b291-ba7ecada0fc3_101038_2.png",5211281,213083,97551,389445,0.955360611309826,0.91453627122725,0.981624771701195,0.930465264681757,0.917616927407568,0.955360611309826,0.685961613989454,0.353648295182962,0.0183752282988047,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","103a5b47-1de4-c7ee-81eb-83cd201d2a51_131937_1.png",1389855,2660850,134047,5050,0.952344570915446,0.909024612937489,0.912036994504896,0.996379681770443,0.966801056469972,0.952344570915446,0.952038661889866,0.9981057053903,0.087963005495104,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","a2afe16d-3866-9541-f2c7-cc8ca97faf02_130229_1.png",1109695,6659808,20222,9075,0.986971508262377,0.974278133647998,0.98210311022845,0.991888413168033,0.996243396419962,0.986971508262377,0.996972768086371,0.998639202397163,0.0178968897715496,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","36c069a8-8f9e-b246-f3af-1b6cffe0751a_123150_1.png",3125597,199056,34978,1043561,0.852854258129184,0.743457633149831,0.988933026427153,0.749695022352235,0.755055196321214,0.852854258129184,0.850543083483596,0.160190951837936,0.0110669735728467,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","32e0aaf3-9973-5f67-ccc7-24d8d8604aa6_110737_7.png",0,4626734,244990,0,0,0,0,NA,0.949711847387085,NA,0.949711847387085,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","ed9d6e50-ec08-4213-59eb-4f99b1955e7c_103016_1.png",5173965,236793,10013,812172,0.926394222440861,0.862881182091842,0.9980684717412,0.864324521807637,0.868090402880309,0.926394222440861,0.959429673508748,0.225739657662553,0.00193152825880048,0.25,1.75,"Breast","GrandQC"
