"Method","Mode","Image","TP","TN","FP","FN","DICE","JACCARD","PRECISION","RECALL","ACCURACY","F1","SPECIFICITY","NPV","FDR","Overlap","Sigma","Organ","Dataset"
"HistoKit (no postprocessing)","gaussian","76bd570a-7866-8dee-341c-c3f9290b76cf_114927_1.png",2687851,424582,59010,280936,0.940523629166807,0.88772496967267,0.978517296652433,0.905370105703104,0.901532827073737,0.940523629166807,0.877975648894109,0.60180179669406,0.0214827033475666,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","36c069a8-8f9e-b246-f3af-1b6cffe0751a_123150_5.png",2129231,342095,3756,1175787,0.783092696678286,0.643510557082472,0.998239089127125,0.644241877048779,0.676914455161223,0.783092696678286,0.989139831892925,0.225376544421767,0.00176091087287452,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","96e6b3f2-f43e-7954-4202-361d3af0da92_104636_1.png",4603427,249664,87275,368483,0.95283283650425,0.909914739231714,0.981394042938562,0.925887033353379,0.914151259529137,0.95283283650425,0.740976853377021,0.403890983859826,0.0186059570614377,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","32e0aaf3-9973-5f67-ccc7-24d8d8604aa6_110737_5.png",0,5465858,8050,0,0,0,0,NA,0.998529387048522,NA,0.998529387048522,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","db9f8afe-40d5-d8aa-882f-512377b755a1_120139_3.png",5419358,847859,337668,121015,0.959399238709724,0.921966689242215,0.94134679954546,0.978157607800052,0.931803476114721,0.959399238709724,0.715174770376381,0.875097277871013,0.0586532004545402,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","9761f929-4dae-801a-b291-ba7ecada0fc3_101038_1.png",5082682,269734,17717,977666,0.910813944622165,0.836233571046048,0.996526350193387,0.838678240919498,0.843192419923819,0.910813944622166,0.938365147451218,0.21623697290364,0.00347364980661317,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","96e6b3f2-f43e-7954-4202-361d3af0da92_104636_4.png",3204658,363270,3596,1841367,0.776484051484085,0.634633371494613,0.998879141115385,0.635085636714047,0.659153860663368,0.776484051484085,0.990198055965938,0.164775425614285,0.0011208588846145,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0a6bb222-fb92-5dbe-8347-47a6b9e62ff2_125049_1.png",5580302,229641,44287,2017277,0.844082755566258,0.730227669524695,0.992126180241792,0.734484235043821,0.738097927118657,0.844082755566258,0.838326129493882,0.102202661601358,0.00787381975820811,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","16277008-7349-6ea9-1043-9abf63a9d11e_105523_2.png",6874407,373176,3689,1527422,0.899795908684107,0.817844539741632,0.999463659710478,0.818203631614021,0.825587838008706,0.899795908684107,0.990211348891513,0.196346623536382,0.000536340289521984,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d7d9e09c-5b48-9d63-55ef-dabd0e7bf5cd_123455_3.png",0,3205983,2688,0,0,0,0,NA,0.999162269986546,NA,0.999162269986546,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","4c439187-b529-301f-82bf-3874dfa019f2_103211_1.png",5209173,2768302,6717,73088,0.992398185166131,0.984911073557122,0.998712204436827,0.986163500819062,0.990095292704238,0.992398185166131,0.997579476032416,0.974277378325397,0.0012877955631733,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0fcbbf47-bbbc-4a27-0d18-fe35bf99ccdb_133554_3.png",1744906,238104,5404,907034,0.792733715713556,0.656635347173719,0.99691254692026,0.657973408146489,0.684871563916879,0.792733715713556,0.97780771062963,0.20792603162239,0.00308745307974016,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","aedd99b7-9b77-3379-0a55-09f4124063bb_103758_2.png",4536838,133759,20954,841973,0.913156739783204,0.840191749085377,0.99540259845118,0.843464847528571,0.844054710885866,0.913156739783204,0.864562124708331,0.137085798149492,0.00459740154882013,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","6fecdbd3-f25f-98e1-f3e7-fdc984783bf1_110414_3.png",2211889,801738,354740,1084383,0.754537386867013,0.605829013982972,0.861787582077503,0.67102745161807,0.67680130256583,0.754537386867013,0.693258323980223,0.425072410518731,0.138212417922497,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","ed9d6e50-ec08-4213-59eb-4f99b1955e7c_103016_3.png",9737708,215750,114105,530561,0.967959076906347,0.93790765002301,0.988417867858434,0.948330044723215,0.939171687366557,0.967959076906347,0.654075275499841,0.289088597113,0.0115821321415662,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","e2bfe175-7bb7-d3b3-d437-ffbd60d747a4_123954_6.png",2212724,166173,8217,688815,0.863926847933032,0.760450017114837,0.996300216890048,0.762603570036453,0.773391388422815,0.863926847933033,0.9528814725615,0.194357113784053,0.00369978310995204,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","cbe296c0-32ef-a6c0-58c3-7dcdd9f9743d_115103_5.png",2640366,670896,20748,230136,0.954645441766023,0.913226459143969,0.992203265249065,0.91982726366329,0.929569422477349,0.954645441766023,0.970001908496278,0.744586207815039,0.00779673475093513,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","db9f8afe-40d5-d8aa-882f-512377b755a1_120139_1.png",4106272,7391958,1191548,286122,0.847509043659923,0.735371535019526,0.775087111302385,0.93485966878199,0.886121964565078,0.847509043659923,0.861181666326091,0.962735215053763,0.224912888697615,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","042c1e4d-d1be-7f85-b2e1-b98e0b68f672_101215_1.png",3928869,698007,1335140,27544,0.852210235062994,0.742479381761838,0.746364415410384,0.99303813833389,0.772490132831126,0.852210235062994,0.343313592180005,0.962037127645059,0.253635584589616,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","a2afe16d-3866-9541-f2c7-cc8ca97faf02_130229_2.png",1340218,2135900,28951,3601,0.988001421311115,0.976287360592088,0.978855057337699,0.997320323644777,0.990722410486025,0.988001421311115,0.986626793252746,0.998316897257819,0.021144942662301,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","15fe4c3f-571c-b45d-d559-12744253eeb9_122421_3.png",2439411,165789,1064,233053,0.954210875584473,0.912431438907691,0.999564019299522,0.912794709301977,0.917544606678296,0.954210875584473,0.993623129341396,0.415675881677456,0.00043598070047839,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","15fe4c3f-571c-b45d-d559-12744253eeb9_122421_1.png",4751597,1678761,244469,10215,0.973899653182792,0.949127106528779,0.951067700066412,0.997854808211664,0.96190240839175,0.973899653182792,0.872886238255435,0.99395195668855,0.0489322999335877,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","73e02c87-178a-0dc6-cf2c-3f6aeb0c5685_124434_1.png",0,9486801,1886107,0,0,0,0,NA,0.834157895236645,NA,0.834157895236645,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","78f7eac9-40c9-a096-07a4-a0166ddd84e8_103411_4.png",0,3170369,1831,0,0,0,0,NA,0.99942279805813,NA,0.99942279805813,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","adf4a334-3c2a-d6ae-0b72-c218c11535ea_115443_8.png",0,7386184,15407,0,0,0,0,NA,0.997918420512563,NA,0.997918420512563,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","adf4a334-3c2a-d6ae-0b72-c218c11535ea_115443_6.png",0,5890688,38899,0,0,0,0,NA,0.993439846653738,NA,0.993439846653738,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","adf4a334-3c2a-d6ae-0b72-c218c11535ea_115443_5.png",0,5529732,26988,0,0,0,0,NA,0.995143177989893,NA,0.995143177989893,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","46e107b0-7f41-8fd8-abd7-fbe9d0e935a4_133028_1.png",0,8918547,343709,0,0,0,0,NA,0.962891438111838,NA,0.962891438111838,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","15fe4c3f-571c-b45d-d559-12744253eeb9_122421_5.png",3382012,269839,827,932034,0.878800189946972,0.783803370342534,0.999755530783463,0.783953624972937,0.796527895318179,0.878800189946972,0.996944573755108,0.224515402209718,0.000244469216536761,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","f010c097-faf6-f2df-c82a-aca0270a9814_110553_3.png",533883,4206911,116790,10846,0.893227550229964,0.807056184327283,0.820508919226708,0.980089181960204,0.97378292385841,0.893227550229964,0.972988418949414,0.997428491020227,0.179491080773292,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","4a12a0e8-253e-42bb-77ff-6e284ada3080_105659_1.png",1911642,1400917,37861,9640,0.987728329008199,0.975754194563643,0.980579152737903,0.994982516881957,0.985863050064582,0.987728329008199,0.973685307948829,0.9931658203107,0.0194208472620971,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","f4701930-c3d0-97f5-7529-fedf8cc9402a_110850_3.png",2346175,427369,698,7680,0.998217722871862,0.996441787464542,0.999702582968912,0.996737267163865,0.996988413046807,0.998217722871862,0.998369414133769,0.982346816105772,0.00029741703108775,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","c149f6be-4555-ddd6-581f-abc8aeab9698_132314_1.png",3644363,2093057,108811,89489,0.97351418306815,0.948395162417313,0.97100827193197,0.976033061835338,0.966592089923379,0.97351418306815,0.950582414567994,0.95899788595521,0.0289917280680299,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","e2bfe175-7bb7-d3b3-d437-ffbd60d747a4_123954_3.png",4586093,276806,10405,779506,0.92070836090032,0.853067259622575,0.997736320128933,0.854721532488731,0.860262241257003,0.92070836090032,0.963772278916894,0.26204947023228,0.00226367987106706,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","e4c17e5d-ca75-8d00-1c03-2c4b0f9dc6a7_131509_7.png",0,4735410,112788,0,0,0,0,NA,0.976736098649436,NA,0.976736098649436,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","5b6306df-eee5-32e5-a263-7c4b8cf32245_100047_3.png",6725404,567949,16791,21208,0.997182923589907,0.994381674432235,0.997509564763404,0.996856496268053,0.994816917807248,0.997182923589907,0.971284673530116,0.964002804006402,0.0024904352365958,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","78f7eac9-40c9-a096-07a4-a0166ddd84e8_103411_6.png",0,6302721,517199,0,0,0,0,NA,0.924163479923518,NA,0.924163479923518,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","6dacef70-8f47-e898-de47-4738667f2bb0_100303_3.png",2826138,198454,260,661334,0.895215770993068,0.810308246161116,0.999908010124547,0.810368656723265,0.82052072250288,0.895215770993068,0.998691586903791,0.230817364280497,9.19898754527848e-05,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","67cf3804-696c-ef64-2d57-43ad0b86332a_122601_2.png",5849054,4361020,12227,239194,0.978959756489147,0.958786651859077,0.997913937243411,0.960712178610333,0.975967010451183,0.978959756489147,0.997204136880446,0.948003723305046,0.00208606275658853,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","2852fafe-6f36-4c12-47aa-96e73b433b3f_123004_2.png",2479160,1107465,7221,107052,0.97747246822286,0.955937554584984,0.997095778965492,0.958606641682894,0.969122899361182,0.97747246822286,0.993521942502193,0.911856318190688,0.00290422103450758,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","7fcfd7e6-a936-d1a4-6766-2f191e54690d_131809_1.png",3172795,251268,10137,702835,0.898991890982894,0.816517047985636,0.996815200576073,0.818652709365961,0.827661114783897,0.898991890982894,0.96122109370517,0.263355214269319,0.00318479942392737,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","18a7f9da-53be-2120-be0a-0738920b492f_101923_4.png",8390417,257186,66530,1535359,0.912858992653047,0.839687755759281,0.992133094839071,0.845315973280074,0.843710400476433,0.912858992653047,0.794480346970802,0.14347533813656,0.00786690516092864,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","78f7eac9-40c9-a096-07a4-a0166ddd84e8_103411_1.png",0,2769090,4670,0,0,0,0,NA,0.998316364790032,NA,0.998316364790032,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","f4701930-c3d0-97f5-7529-fedf8cc9402a_110850_4.png",2528229,506718,3425,35398,0.992380596869927,0.984876426344305,0.998647129505059,0.986192219070871,0.987369581979133,0.992380596869927,0.993286196223412,0.934704011687535,0.00135287049494125,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d7d73023-1258-3c47-44ee-6493877f23d1_111048_2.png",6224224,419534,25522,1060064,0.919788438539463,0.851489163193024,0.995916314039002,0.854472530465572,0.859550047196761,0.919788438539463,0.942654407535232,0.283545936125894,0.00408368596099746,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","eb22b9cd-e52e-fa2d-85a8-60a50dc5a7c4_102757_1.png",2187195,588609,17829,33048,0.988503066594626,0.97726748737306,0.991914373721102,0.985115142801937,0.982001152588495,0.988503066594626,0.970600457095367,0.946838851649704,0.00808562627889764,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","adf4a334-3c2a-d6ae-0b72-c218c11535ea_115443_4.png",0,4493351,2942245,0,0,0,0,NA,0.604302735113634,NA,0.604302735113634,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0a6bb222-fb92-5dbe-8347-47a6b9e62ff2_125049_4.png",7412747,487460,1274,6187932,0.705482067314784,0.544976666218447,0.999828163421711,0.545027715160397,0.56071938554147,0.705482067314784,0.997393265048063,0.0730234269388225,0.000171836578288624,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","f569a03d-b1d7-9121-59cf-f65992813d75_131224_1.png",0,4198766,170140,0,0,0,0,NA,0.961056612341854,NA,0.961056612341854,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","db9f8afe-40d5-d8aa-882f-512377b755a1_120139_2.png",3008627,1939085,70934,57097,0.979165978469672,0.959182352682377,0.976966197454767,0.981375688091948,0.974775909655,0.979165978469672,0.964709786325403,0.971396896675754,0.0230338025452329,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0823ec0e-9dd5-2324-aa8d-fe8db13ea4cd_103937_1.png",1446611,4085696,19053,48312,0.977246066405074,0.955504578672317,0.987000431203878,0.967682616429074,0.987969831090107,0.977246066405074,0.995358303272624,0.988313520438277,0.0129995687961224,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","18a7f9da-53be-2120-be0a-0738920b492f_101923_3.png",11713907,134790,81136,429503,0.978668671697373,0.958228387377331,0.993121178108465,0.964630775045889,0.958683945480566,0.978668671697373,0.624241638339061,0.238865270347142,0.00687882189153528,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","98491719-8df8-3c0a-7325-de39c48b2a96_133826_2.png",2680159,1629689,101304,53658,0.971903149069494,0.945342015384881,0.963578879172579,0.980372497500747,0.965292588038461,0.971903149069494,0.941476366455555,0.968124219189508,0.0364211208274207,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","2852fafe-6f36-4c12-47aa-96e73b433b3f_123004_1.png",2099047,2840309,31533,121044,0.964930237197894,0.932236909892593,0.985199804748003,0.945477910590152,0.970035544458264,0.964930237197894,0.989019939119213,0.959125440297053,0.0148001952519971,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","8956f1ca-9d66-b2d7-8ef9-bd09fb590f4a_110204_2.png",6192826,1439649,158498,460281,0.95241783358303,0.909158120589788,0.975044888278413,0.930817135512776,0.92500788365017,0.95241783358303,0.90082389166954,0.757737916660087,0.0249551117215875,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","46e107b0-7f41-8fd8-abd7-fbe9d0e935a4_133028_6.png",0,5254443,23012,0,0,0,0,NA,0.995639564903917,NA,0.995639564903917,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","8469f8e6-543f-6b82-f38a-8b184a96e4e9_104905_1.png",8824023,8951887,5925890,166317,0.743380704493756,0.591571932049854,0.598242376073676,0.981500477178839,0.744755440908891,0.743380704493756,0.601695199491161,0.981759894821392,0.401757623926324,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","c93efc84-bec7-4ba6-b526-5de46512cbba_100824_1.png",7387260,848630,57568,35647,0.993730383276269,0.987538892917896,0.992267383477496,0.995197703541214,0.988808521443781,0.993730383276269,0.936473044522279,0.959687971076936,0.00773261652250394,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","36c069a8-8f9e-b246-f3af-1b6cffe0751a_123150_4.png",3261989,201651,74841,1223879,0.833980552489691,0.715237258066673,0.977571227782057,0.727170081687647,0.72729487061037,0.833980552489691,0.729319473981164,0.141456861658471,0.0224287722179434,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","36c069a8-8f9e-b246-f3af-1b6cffe0751a_123150_3.png",5581205,353946,3885,2662340,0.807195359484143,0.676720505660551,0.999304397959567,0.677039429032049,0.690023433459949,0.807195359484143,0.989142919422856,0.117344973255189,0.000695602040432652,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","6dacef70-8f47-e898-de47-4738667f2bb0_100303_1.png",8061921,344023,5468,1629916,0.907913554340713,0.831356856363701,0.999322209453393,0.831825896370317,0.837134689754184,0.907913554340713,0.984354389669548,0.174282487959354,0.000677790546606839,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","18a7f9da-53be-2120-be0a-0738920b492f_101923_5.png",4252011,416592,226,4219961,0.668334039467601,0.50187814307456,0.999946851504279,0.501891531275127,0.525223680613447,0.668334039467601,0.999457796928156,0.0898495067348524,5.31484957211933e-05,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","e2bfe175-7bb7-d3b3-d437-ffbd60d747a4_123954_2.png",3847319,179728,46054,191099,0.970100951979194,0.941937905315546,0.988171182160045,0.952679737461551,0.944385113268608,0.970100951979194,0.796024483794102,0.484668052757755,0.0118288178399552,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d18df4a2-af46-984e-1fcb-35841267a2a7_132544_2.png",8498432,143159,125668,318466,0.974535058142888,0.95033483677951,0.985428276573787,0.963880040349792,0.951117384688619,0.974535058142888,0.532532074531204,0.310119685892229,0.0145717234262126,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","103a5b47-1de4-c7ee-81eb-83cd201d2a51_131937_2.png",2675793,1771037,106057,19923,0.977000733537487,0.955035614948106,0.961875370706544,0.992609384668118,0.972450200205126,0.977000733537487,0.943499366574077,0.98887579845446,0.0381246292934558,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0f170c8e-9c83-6973-94f2-3858ac80f3dc_115930_3.png",6439606,359168,35242,706096,0.945572095106292,0.896763155373444,0.994557092305487,0.901185915673506,0.901680770789612,0.945572095106291,0.910646281787987,0.337163369831328,0.00544290769451267,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d7d73023-1258-3c47-44ee-6493877f23d1_111048_3.png",6218032,279406,408,1335252,0.903014321228047,0.823177857926958,0.999934388689125,0.823222322899549,0.829485090062706,0.903014321228047,0.998541888540245,0.173043455642,6.56113108753964e-05,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","aedd99b7-9b77-3379-0a55-09f4124063bb_103758_4.png",4476568,126431,15262,465569,0.949031939585966,0.903007403680842,0.996602275687192,0.905796014962758,0.905419536058444,0.949031939585966,0.892288257006345,0.213565878378378,0.00339772431280792,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","36c069a8-8f9e-b246-f3af-1b6cffe0751a_123150_2.png",4501666,361647,489,1496578,0.857427608227078,0.75043613376358,0.999891385347684,0.750497312213374,0.764626170134489,0.857427608227078,0.998649678573795,0.194619596658101,0.000108614652316502,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","4a12a0e8-253e-42bb-77ff-6e284ada3080_105659_3.png",752987,3470101,6897,85399,0.942252560581128,0.890810533277021,0.990923614656974,0.898138804798744,0.97861233206593,0.942252560581128,0.998016392301635,0.975981155955562,0.00907638534302604,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","8956f1ca-9d66-b2d7-8ef9-bd09fb590f4a_110204_1.png",6863305,3372577,646364,128119,0.946591405213386,0.898598520933024,0.913929095942844,0.981674834768997,0.929658735200877,0.946591405213386,0.839170567569915,0.963401849232267,0.0860709040571562,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","67cf3804-696c-ef64-2d57-43ad0b86332a_122601_3.png",2871856,3901918,1118562,248552,0.807741885401218,0.67748910702364,0.719688012634265,0.920346313687184,0.832068196982934,0.807741885401218,0.77720018802983,0.940114733993981,0.280311987365735,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","5b6306df-eee5-32e5-a263-7c4b8cf32245_100047_4.png",5961576,360239,5054,25001,0.997485612020272,0.994983836621448,0.999152955688555,0.995823823864622,0.995268322556979,0.997485612020272,0.986164530938178,0.935102793064064,0.000847044311445489,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","103a5b47-1de4-c7ee-81eb-83cd201d2a51_131937_3.png",501620,9911486,24336,244,0.976085306765776,0.953287723299126,0.95372996980736,0.999513812506974,0.997645071905784,0.976085306765776,0.997550680758975,0.99997538270312,0.0462700301926397,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","e4c17e5d-ca75-8d00-1c03-2c4b0f9dc6a7_131509_4.png",0,13005104,451754,0,0,0,0,NA,0.966429459239296,NA,0.966429459239296,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","46e107b0-7f41-8fd8-abd7-fbe9d0e935a4_133028_4.png",0,5754580,53978,0,0,0,0,NA,0.990707160021472,NA,0.990707160021472,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","78f7eac9-40c9-a096-07a4-a0166ddd84e8_103411_2.png",0,3792313,10115,0,0,0,0,NA,0.997339857585732,NA,0.997339857585732,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","042c1e4d-d1be-7f85-b2e1-b98e0b68f672_101215_2.png",0,16738143,258795,0,0,0,0,NA,0.984774022238594,NA,0.984774022238594,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d07adf84-9a4a-637f-4bfb-56af281dbf05_133243_1.png",3505941,889800,10159,16268,0.99624526288914,0.992518616406898,0.99711071926282,0.995381307582827,0.994023971952219,0.99624526288914,0.988711707977808,0.982045497688915,0.0028892807371804,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","aedd99b7-9b77-3379-0a55-09f4124063bb_103758_3.png",2238235,1204037,375748,1451699,0.710109286020105,0.550518953523665,0.856254612214387,0.606578600050841,0.65321737269103,0.710109286020105,0.762152444794703,0.453372247843912,0.143745387785613,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","c93efc84-bec7-4ba6-b526-5de46512cbba_100824_2.png",3114258,317502,2208,23577,0.995877237120503,0.991788329013329,0.999291505185681,0.992486220594773,0.992542396411327,0.995877237120503,0.993093741202965,0.930875251774516,0.000708494814318526,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","18a7f9da-53be-2120-be0a-0738920b492f_101923_1.png",4062600,470724,12369,2315739,0.777285046991823,0.635704213054328,0.996964639485601,0.636936983123663,0.66069648434904,0.777285046991823,0.974396234265452,0.168932442311274,0.00303536051439901,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","f4701930-c3d0-97f5-7529-fedf8cc9402a_110850_2.png",3814779,435834,7946,19667,0.996393837880857,0.9928135911172,0.997921378074541,0.994870967018443,0.993545689264662,0.996393837880857,0.982094731623778,0.956823365920163,0.00207862192545893,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","adf4a334-3c2a-d6ae-0b72-c218c11535ea_115443_2.png",0,5953767,181753,0,0,0,0,NA,0.970376919967664,NA,0.970376919967664,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","103a5b47-1de4-c7ee-81eb-83cd201d2a51_131937_1.png",1389848,2686406,108491,5057,0.960754087799024,0.92447232798278,0.927592487414397,0.996374663507551,0.972898957993719,0.960754087799024,0.961182469336079,0.998121096221646,0.0724075125856031,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","8469f8e6-543f-6b82-f38a-8b184a96e4e9_104905_2.png",8255662,3827746,406031,247921,0.961902622480408,0.926601534028298,0.953123367452529,0.970845113171707,0.948658748751704,0.961902622480407,0.904097216268122,0.939170447438419,0.0468766325474708,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","9761f929-4dae-801a-b291-ba7ecada0fc3_101038_2.png",5210322,216796,93838,390404,0.955594033720297,0.914964165825514,0.982308603058731,0.930294036880219,0.918082810047096,0.955594033720297,0.69791458758539,0.357042160737813,0.0176913969412687,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","a2afe16d-3866-9541-f2c7-cc8ca97faf02_130229_1.png",1109698,6660311,19719,9072,0.987193680952697,0.974711218114536,0.982540549681827,0.991891094684341,0.996308278196646,0.987193680952696,0.997048067149399,0.998639754232138,0.017459450318173,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","36c069a8-8f9e-b246-f3af-1b6cffe0751a_123150_1.png",3105646,199178,34856,1063512,0.849737470689471,0.738733505644843,0.988901137461463,0.744909643625883,0.750551872368954,0.849737470689471,0.851064375261714,0.157741013233652,0.0110988625385368,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","32e0aaf3-9973-5f67-ccc7-24d8d8604aa6_110737_7.png",0,4638923,232801,0,0,0,0,NA,0.95221383641602,NA,0.95221383641602,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","ed9d6e50-ec08-4213-59eb-4f99b1955e7c_103016_1.png",5135628,236878,9928,850509,0.922703851067398,0.856499721067067,0.998070568078552,0.857920224679121,0.861953334083113,0.922703851067398,0.959774073563852,0.217841486057862,0.00192943192144833,0.25,1.75,"Breast","GrandQC"
