Method,Mode,Image,TP,TN,FP,FN,DICE,JACCARD,PRECISION,RECALL,ACCURACY,F1,SPECIFICITY,NPV,FDR,Overlap,Sigma
HistoKit (postprocessed),gaussian,47-07b_he_2_R1.png,10547846,36963797,367170,290147,0.9697827091415261,0.9413380242661352,0.9663610204510923,0.9732287149475,0.9863539299997343,0.9697827091415261,0.9901644658709216,0.9922116434168688,0.03363897954890767,0.75,2.25
HistoKit (postprocessed),gaussian,390-02_he_2_R2.png,2695055,29109222,2645955,1572808,0.5609513207220035,0.3898070501711211,0.5045965089000021,0.6314764555469564,0.8828870911505525,0.5609513207220035,0.9166764209816874,0.9487384635240889,0.49540349109999793,0.75,2.25
HistoKit (postprocessed),constant,TCGA-PG-A6IB-01Z-00-DX2.C943409D-2569-4C84-874A-773AC7CEE834_R1.png,58443882,23711300,274222,1052130,0.9887800878196306,0.9778091549716871,0.9953298560185118,0.9823159575804845,0.9841120312906565,0.9887800878196306,0.9885671864885825,0.9575127516664694,0.004670143981488231,0.5,
HistoKit (postprocessed),gaussian,11-22_he_R1.png,12331191,19183880,215270,713728,0.9636987923277291,0.9299408175856317,0.9828421735818571,0.9452868967603402,0.9713661686516571,0.9636987923277291,0.9889031220440071,0.9641299597418946,0.017157826418142934,0.75,2.25
HistoKit (postprocessed),gaussian,2-12_he_1_R1.png,4944174,4937711,162467,230464,0.9617818950346547,0.9263775024100144,0.9681851534110191,0.955462778265842,0.9617578553231513,0.9617818950346547,0.9681448372978355,0.9554070827709975,0.0318148465889809,0.75,2.25
HistoKit (postprocessed),gaussian,33-12_he_2_R1.png,4119663,14195219,726504,441430,0.875847590052789,0.7791181892265995,0.8500868830975078,0.9032183733153435,0.9400531216842576,0.8758475900527891,0.9513123249908875,0.9698407743466417,0.1499131169024922,0.75,2.25
HistoKit (postprocessed),gaussian,223-98_he_R1.png,6089736,34503933,935020,86712,0.9226031201396478,0.8563261481314407,0.8668964445170765,0.9859608629425844,0.9754482240841558,0.9226031201396478,0.9736160376972762,0.9974931950531711,0.13310355548292355,0.75,2.25
HistoKit (postprocessed),constant,TCGA-AX-A1CF-01Z-00-DX2.97DE8134-0D44-4FCE-BA8A-46AD7D215133_R1.png,118073353,194805519,11301767,5745911,0.9326696045517344,0.873834014780423,0.9126434278862892,0.9535943696127931,0.9483288689558328,0.9326696045517344,0.9451656114670298,0.9713494388945518,0.0873565721137109,0.75,
HistoKit (postprocessed),gaussian,TCGA-2Y-A9GY-01Z-00-DX1.9AF8DAB8-B99C-4484-A065-20E7345E1FF4_R1.png,20455041,16379611,153948,8572994,0.8241848262297111,0.7009476018130776,0.9925300556955996,0.704665024690786,0.8084583695645065,0.824184826229711,0.9906887561232279,0.6564288979046476,0.007469944304400376,0.75,2.25
HistoKit (postprocessed),gaussian,10-99_he_R1.png,7099886,12235674,1109058,151503,0.9184648222001428,0.8492232532542817,0.8648963861856044,0.9791070372862358,0.9387961937104564,0.9184648222001429,0.9168916992862801,0.9877693682749508,0.13510361381439562,0.75,2.25
HistoKit (postprocessed),gaussian,TCGA-EC-A1QX-01Z-00-DX1.D94B9C3B-F06F-4300-B492-E2534AF4D703_R1.png,9300256,48895843,394407,7757594,0.695280925571366,0.5328970344637945,0.95931710055316,0.5452185357474711,0.8771328643924996,0.6952809255713661,0.9919982755210209,0.8630693138705777,0.040682899446839976,0.75,2.25
HistoKit (postprocessed),gaussian,TCGA-08-0520-01Z-00-DX1.2d50b1bc-c1d8-41a4-b42f-19d9916a5ef6_R1.png,21510875,19604742,606685,1182056,0.9600820932758805,0.9232287347568303,0.9725699851158989,0.9479108273849685,0.9583086408145298,0.9600820932758803,0.9699830694784688,0.9431342912939261,0.02743001488410114,0.75,2.25
HistoKit (postprocessed),gaussian,33-00_he_R2.png,25036047,43637739,1168769,3248517,0.9189330838412917,0.8500242400410167,0.9553986946521585,0.885148768777203,0.9395646297265964,0.9189330838412917,0.9739151955336488,0.9307149412825797,0.0446013053478414,0.75,2.25
HistoKit (postprocessed),constant,2-12_he_1_R4.png,5320796,4925390,179761,258469,0.9604479205532364,0.92390553541519,0.96731949146241,0.9536732885066402,0.9589841878114816,0.9604479205532364,0.9647883089060441,0.9501396546472425,0.03268050853758992,0.9,
HistoKit (postprocessed),gaussian,33-00_he_R1.png,13049468,23531766,1704413,1035953,0.9049780747120717,0.826447447135923,0.8844769725335321,0.9264521095961562,0.9303088887532552,0.9049780747120718,0.9324615267628273,0.9578327560649811,0.11552302746646798,0.75,2.25
HistoKit (postprocessed),constant,390-02_he_2_R1.png,3988237,27045864,1315150,2370413,0.6839691899451185,0.5197212593499961,0.7520169657616915,0.6272144244454405,0.8938479646577225,0.6839691899451186,0.9536282447447049,0.9194183206800779,0.24798303423830848,0.9,
